time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
1940-01-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1940-01-02,-16.6,-30.4,-25.1,0.00,0.00,0.00,7.30,0.27
1940-01-03,-14.2,-26.0,-20.4,0.00,0.00,0.00,7.05,0.32
1940-01-04,-5.5,-20.7,-11.3,0.80,0.00,0.56,4.54,0.33
1940-01-05,-5.6,-15.3,-11.2,0.00,0.00,0.00,6.26,0.39
1940-01-06,-8.0,-15.4,-12.2,0.00,0.00,0.00,7.29,0.41
1940-01-07,-10.8,-14.9,-12.3,0.00,0.00,0.00,6.09,0.48
1940-01-08,-5.1,-13.9,-9.9,0.00,0.00,0.00,6.76,0.54
1940-01-09,-5.6,-15.3,-9.9,2.40,0.00,1.68,4.66,0.35
1940-01-10,-8.4,-17.3,-11.9,5.20,0.00,3.64,6.15,0.36
1940-01-11,-11.0,-21.7,-16.5,0.00,0.00,0.00,6.98,0.37
1940-01-12,-7.4,-17.2,-13.0,0.00,0.00,0.00,6.22,0.41
1940-01-13,-7.7,-17.5,-14.1,0.00,0.00,0.00,7.65,0.42
1940-01-14,-7.3,-15.2,-10.9,0.00,0.00,0.00,7.51,0.58
1940-01-15,-6.7,-13.8,-10.4,0.00,0.00,0.00,7.51,0.49
1940-01-16,-6.4,-14.9,-10.7,0.00,0.00,0.00,5.56,0.39
1940-01-17,-13.2,-19.7,-16.4,2.80,0.00,1.96,4.27,0.23
1940-01-18,-16.6,-20.7,-18.2,0.20,0.00,0.14,6.50,0.26
1940-01-19,-18.4,-26.9,-21.9,0.00,0.00,0.00,8.23,0.29
1940-01-20,-17.7,-27.5,-23.7,0.00,0.00,0.00,8.13,0.30
1940-01-21,-16.8,-28.1,-23.4,0.00,0.00,0.00,8.14,0.30
1940-01-22,-15.4,-28.2,-22.9,0.00,0.00,0.00,8.61,0.35
1940-01-23,-15.7,-27.6,-22.4,0.00,0.00,0.00,8.44,0.33
1940-01-24,-8.3,-22.2,-14.5,0.90,0.00,0.63,5.58,0.41
1940-01-25,-4.6,-16.5,-10.9,0.00,0.00,0.00,8.50,0.57
1940-01-26,-4.6,-16.0,-10.0,0.00,0.00,0.00,8.72,0.64
1940-01-27,-6.4,-12.1,-9.6,3.80,0.00,2.66,3.16,0.31
1940-01-28,-3.4,-14.6,-9.9,0.00,0.00,0.00,8.72,0.64
1940-01-29,-6.7,-16.7,-10.5,0.00,0.00,0.00,9.05,0.64
1940-01-30,-7.7,-12.5,-10.2,2.20,0.00,1.54,5.61,0.44
1940-01-31,-8.7,-14.3,-11.0,1.50,0.00,1.05,8.63,0.55
1940-02-01,-7.0,-18.5,-12.1,5.70,0.00,3.99,4.65,0.35
1940-02-02,-1.0,-14.6,-8.5,0.00,0.00,0.00,10.09,0.81
1940-02-03,-2.2,-9.8,-6.6,0.00,0.00,0.00,9.71,0.84
1940-02-04,-2.7,-9.1,-6.1,0.00,0.00,0.00,6.79,0.65
1940-02-05,0.2,-11.6,-7.4,0.00,0.00,0.00,10.53,0.89
1940-02-06,-5.1,-14.9,-9.8,0.30,0.00,0.21,5.91,0.49
1940-02-07,-2.8,-13.4,-8.7,0.00,0.00,0.00,8.54,0.73
1940-02-08,-1.1,-8.7,-5.3,0.00,0.00,0.00,8.96,0.84
1940-02-09,-2.2,-13.0,-7.8,0.00,0.00,0.00,10.59,0.89
1940-02-10,-2.9,-10.9,-7.2,0.00,0.00,0.00,10.39,0.90
1940-02-11,-9.6,-15.3,-11.9,0.00,0.00,0.00,9.58,0.66
1940-02-12,-5.3,-12.0,-9.2,2.30,0.00,1.61,10.04,0.77
1940-02-13,-14.6,-27.0,-21.3,1.40,0.00,0.98,8.46,0.28
1940-02-14,-23.4,-31.6,-27.5,0.00,0.00,0.00,12.37,0.31
1940-02-15,-16.8,-31.7,-24.9,0.00,0.00,0.00,11.83,0.43
1940-02-16,-14.3,-25.0,-19.8,0.00,0.00,0.00,12.79,0.59
1940-02-17,-11.5,-25.6,-17.7,0.50,0.00,0.35,8.85,0.54
1940-02-18,-7.4,-22.9,-14.5,0.00,0.00,0.00,11.93,0.76
1940-02-19,-3.2,-15.8,-9.1,6.70,0.40,4.41,7.10,0.65
1940-02-20,-1.8,-9.8,-5.5,4.70,0.50,2.94,12.13,1.08
1940-02-21,-2.2,-11.2,-6.7,0.00,0.00,0.00,11.13,1.04
1940-02-22,0.1,-9.9,-5.1,0.00,0.00,0.00,13.45,1.38
1940-02-23,2.9,-6.5,-0.7,0.00,0.00,0.00,12.84,1.47
1940-02-24,4.2,-4.9,-0.7,0.00,0.00,0.00,11.93,1.39
1940-02-25,5.8,-6.2,-1.0,0.00,0.00,0.00,12.54,1.45
1940-02-26,1.5,-7.0,-1.8,0.00,0.00,0.00,13.93,1.38
1940-02-27,1.0,-7.0,-2.8,0.00,0.00,0.00,15.31,1.45
1940-02-28,2.0,-6.3,-2.9,0.00,0.00,0.00,12.83,1.30
1940-02-29,4.4,-7.5,-1.5,0.00,0.00,0.00,11.65,1.32
1940-03-01,3.1,-6.9,-2.6,0.00,0.00,0.00,15.17,1.51
1940-03-02,-2.3,-11.4,-6.6,0.00,0.00,0.00,10.23,0.93
1940-03-03,1.3,-10.9,-4.7,0.00,0.00,0.00,15.81,1.55
1940-03-04,0.5,-11.6,-4.9,0.00,0.00,0.00,16.44,1.62
1940-03-05,-1.0,-11.9,-6.3,0.00,0.00,0.00,14.36,1.41
1940-03-06,-10.3,-14.9,-12.9,0.00,0.00,0.00,15.02,0.90
1940-03-07,-10.1,-16.9,-12.7,0.00,0.00,0.00,16.05,0.94
1940-03-08,-9.0,-18.8,-13.7,0.00,0.00,0.00,17.55,1.08
1940-03-09,-3.8,-20.7,-12.2,0.00,0.00,0.00,17.73,1.44
1940-03-10,0.3,-17.9,-8.5,0.00,0.00,0.00,17.61,1.57
1940-03-11,0.1,-9.9,-5.0,0.00,0.00,0.00,15.31,1.51
1940-03-12,0.8,-7.1,-3.5,3.00,0.00,2.10,12.97,1.30
1940-03-13,0.6,-4.6,-1.4,7.30,0.00,5.11,7.26,0.82
1940-03-14,2.3,-2.8,-0.7,4.00,0.00,2.80,15.20,1.60
1940-03-15,-3.4,-9.0,-5.8,0.20,0.00,0.14,19.40,1.65
1940-03-16,-1.1,-14.0,-7.6,0.00,0.00,0.00,19.48,1.74
1940-03-17,-0.1,-10.4,-5.5,1.20,0.00,0.84,15.39,1.55
1940-03-18,2.8,-7.6,-2.1,0.70,0.00,0.49,15.70,1.72
1940-03-19,4.3,-3.8,0.8,0.00,0.00,0.00,17.71,2.01
1940-03-20,3.6,-9.8,-1.8,0.00,0.00,0.00,18.92,2.11
1940-03-21,4.9,-5.4,-0.3,0.00,0.00,0.00,19.96,2.26
1940-03-22,4.8,-4.1,0.3,0.00,0.00,0.00,19.86,2.25
1940-03-23,3.0,-3.7,0.1,0.00,0.00,0.00,17.44,1.96
1940-03-24,4.4,-3.5,0.1,0.00,0.00,0.00,19.66,2.23
1940-03-25,4.7,-3.9,0.4,0.00,0.00,0.00,15.34,1.79
1940-03-26,4.8,-1.1,2.0,4.20,4.00,0.14,10.78,1.26
1940-03-27,3.2,-3.5,-0.6,15.80,4.40,7.98,13.38,1.48
1940-03-28,-0.7,-8.5,-5.1,4.50,0.00,3.15,11.01,1.06
1940-03-29,-6.8,-13.4,-9.8,0.00,0.00,0.00,21.78,1.42
1940-03-30,-3.1,-18.0,-9.5,0.00,0.00,0.00,19.39,1.58
1940-03-31,1.8,-11.3,-4.8,0.00,0.00,0.00,22.25,2.20
1940-04-01,3.7,-10.5,-2.5,0.00,0.00,0.00,23.12,2.54
1940-04-02,6.2,-7.2,-0.2,0.00,0.00,0.00,22.38,2.67
1940-04-03,1.5,-5.9,-1.6,2.90,0.70,1.54,10.66,1.24
1940-04-04,4.0,-2.8,0.5,1.10,0.30,0.56,21.46,2.34
1940-04-05,0.2,-4.6,-1.9,10.20,0.20,7.00,21.07,1.99
1940-04-06,-0.6,-7.1,-4.2,0.10,0.00,0.07,21.99,1.95
1940-04-07,2.9,-9.1,-2.3,0.00,0.00,0.00,22.19,2.46
1940-04-08,0.4,-6.6,-2.9,0.00,0.00,0.00,22.04,2.28
1940-04-09,-0.2,-12.2,-5.2,0.00,0.00,0.00,21.36,2.08
1940-04-10,-0.9,-9.8,-4.3,0.10,0.00,0.07,18.33,1.80
1940-04-11,-1.1,-6.7,-4.3,0.00,0.00,0.00,24.74,2.17
1940-04-12,-2.5,-10.7,-6.4,0.00,0.00,0.00,25.74,2.15
1940-04-13,-0.1,-12.2,-6.0,0.00,0.00,0.00,21.46,2.06
1940-04-14,-0.8,-7.8,-3.8,0.00,0.00,0.00,24.81,2.36
1940-04-15,3.6,-10.2,-2.3,0.10,0.10,0.00,23.12,2.49
1940-04-16,4.3,-2.5,0.8,2.80,0.20,1.82,15.37,1.68
1940-04-17,6.0,-1.6,1.2,7.40,1.20,4.34,15.02,1.79
1940-04-18,6.5,-0.6,2.5,8.90,6.00,2.03,17.90,2.15
1940-04-19,7.4,-3.1,1.9,2.80,1.50,0.91,20.40,2.54
1940-04-20,5.9,-3.1,1.9,0.20,0.20,0.00,17.22,2.19
1940-04-21,9.1,-5.4,2.4,0.00,0.00,0.00,24.12,3.16
1940-04-22,9.5,-3.8,3.3,0.00,0.00,0.00,24.09,3.23
1940-04-23,9.9,-5.1,3.4,0.00,0.00,0.00,24.39,3.23
1940-04-24,11.0,-1.1,4.1,0.60,0.60,0.00,21.69,2.88
1940-04-25,8.7,-3.3,2.8,7.30,7.20,0.07,12.29,1.67
1940-04-26,8.5,-1.0,3.7,1.00,1.00,0.00,21.65,2.88
1940-04-27,8.5,-3.6,3.3,1.50,1.50,0.00,18.65,2.54
1940-04-28,9.7,-1.3,4.5,0.30,0.30,0.00,16.50,2.37
1940-04-29,11.3,-1.3,4.8,3.50,3.50,0.00,19.55,2.82
1940-04-30,7.1,0.5,3.6,2.90,2.90,0.00,16.13,2.06
1940-05-01,7.2,0.6,3.7,7.50,7.30,0.14,11.50,1.54
1940-05-02,7.4,-0.4,3.8,4.70,4.70,0.00,10.21,1.46
1940-05-03,6.7,1.1,3.3,15.00,14.30,0.49,5.76,0.89
1940-05-04,15.2,-2.0,6.7,0.40,0.40,0.00,23.16,3.61
1940-05-05,12.2,2.1,6.2,1.00,1.00,0.00,20.85,3.04
1940-05-06,8.0,0.2,4.0,0.00,0.00,0.00,22.23,2.99
1940-05-07,10.3,-1.5,4.2,0.00,0.00,0.00,26.78,3.72
1940-05-08,9.9,-0.4,5.4,0.40,0.40,0.00,21.51,3.07
1940-05-09,9.0,-2.3,4.0,5.30,5.30,0.00,18.51,2.53
1940-05-10,10.3,-3.0,4.0,6.00,6.00,0.00,20.61,2.87
1940-05-11,10.4,-2.6,4.7,6.10,6.10,0.00,21.91,3.09
1940-05-12,11.4,-2.3,5.4,0.50,0.50,0.00,24.94,3.65
1940-05-13,10.9,-0.9,5.2,0.00,0.00,0.00,27.47,3.87
1940-05-14,9.0,1.9,5.0,0.30,0.30,0.00,23.84,3.31
1940-05-15,9.7,3.2,5.7,1.00,1.00,0.00,22.24,3.03
1940-05-16,7.5,0.4,2.6,3.50,3.50,0.00,17.87,2.28
1940-05-17,1.9,-2.0,-0.6,13.00,0.10,9.03,7.80,0.96
1940-05-18,5.1,-3.4,1.1,0.70,0.50,0.14,23.77,2.74
1940-05-19,8.0,-2.6,2.8,0.00,0.00,0.00,25.84,3.31
1940-05-20,9.1,-3.8,3.2,1.50,1.50,0.00,25.83,3.45
1940-05-21,10.0,-1.9,5.1,1.70,1.70,0.00,23.94,3.37
1940-05-22,11.6,-0.1,6.5,1.60,1.60,0.00,23.94,3.48
1940-05-23,8.4,2.9,5.2,10.70,10.70,0.00,12.95,1.88
1940-05-24,13.3,1.2,7.6,1.70,1.70,0.00,22.50,3.47
1940-05-25,15.8,-1.1,8.4,0.20,0.20,0.00,23.45,3.78
1940-05-26,16.7,2.3,10.6,0.00,0.00,0.00,27.52,4.44
1940-05-27,14.4,0.7,8.9,0.20,0.20,0.00,26.25,4.11
1940-05-28,14.9,4.0,10.3,0.80,0.80,0.00,23.47,3.73
1940-05-29,13.5,3.4,8.1,8.90,8.90,0.00,19.24,2.86
1940-05-30,7.4,2.1,4.5,24.60,23.60,0.70,5.52,0.86
1940-05-31,9.0,1.5,4.4,1.40,1.30,0.07,21.50,2.88
1940-06-01,7.2,-1.5,3.2,2.00,2.00,0.00,19.74,2.58
1940-06-02,9.2,-1.6,4.0,1.20,1.20,0.00,26.25,3.57
1940-06-03,13.1,-2.7,6.1,0.40,0.40,0.00,26.47,4.01
1940-06-04,14.9,0.7,8.2,0.00,0.00,0.00,26.69,4.19
1940-06-05,16.2,1.2,9.9,0.00,0.00,0.00,26.91,4.36
1940-06-06,15.0,2.3,8.6,2.20,2.20,0.00,21.76,3.46
1940-06-07,13.1,1.9,7.6,4.50,4.50,0.00,21.18,3.27
1940-06-08,16.3,-1.0,8.2,2.20,2.20,0.00,24.34,3.91
1940-06-09,16.7,0.3,9.0,4.20,4.20,0.00,24.75,3.97
1940-06-10,17.1,1.7,9.6,2.40,2.40,0.00,24.29,3.99
1940-06-11,16.6,1.3,9.2,3.30,3.30,0.00,25.58,4.10
1940-06-12,14.9,2.3,8.0,1.10,1.10,0.00,18.27,2.90
1940-06-13,15.2,2.3,8.4,4.30,4.30,0.00,20.53,3.24
1940-06-14,11.8,4.6,8.5,5.50,5.50,0.00,17.13,2.60
1940-06-15,13.1,5.1,8.9,5.00,5.00,0.00,13.10,2.10
1940-06-16,10.8,6.0,8.1,8.50,8.50,0.00,17.94,2.67
1940-06-17,11.1,4.7,7.5,5.10,5.10,0.00,16.99,2.60
1940-06-18,13.4,3.6,9.1,1.40,1.40,0.00,17.90,2.93
1940-06-19,13.3,5.1,9.2,6.50,6.50,0.00,15.89,2.54
1940-06-20,12.7,2.5,7.6,10.90,10.90,0.00,14.78,2.29
1940-06-21,14.1,2.7,8.7,3.90,3.90,0.00,20.87,3.29
1940-06-22,11.4,2.4,7.2,3.10,3.10,0.00,16.93,2.55
1940-06-23,12.6,5.6,9.0,7.50,7.50,0.00,14.66,2.30
1940-06-24,13.8,5.9,9.3,3.30,3.30,0.00,18.66,2.86
1940-06-25,9.4,3.1,6.1,4.80,4.80,0.00,18.95,2.59
1940-06-26,13.9,5.0,9.3,1.30,1.30,0.00,25.13,3.94
1940-06-27,13.4,4.1,9.0,0.00,0.00,0.00,23.58,3.77
1940-06-28,10.0,0.8,6.0,1.00,1.00,0.00,23.49,3.43
1940-06-29,13.8,1.7,8.1,0.10,0.10,0.00,18.05,2.99
1940-06-30,19.4,4.2,11.1,3.90,3.90,0.00,21.23,3.74
1940-07-01,16.3,6.4,11.4,0.70,0.70,0.00,22.57,3.86
1940-07-02,16.9,6.6,11.7,2.30,2.30,0.00,17.67,3.02
1940-07-03,17.4,5.4,11.3,3.70,3.70,0.00,19.25,3.24
1940-07-04,10.9,5.0,8.1,7.00,7.00,0.00,17.55,2.59
1940-07-05,14.6,1.0,8.8,0.00,0.00,0.00,23.07,3.64
1940-07-06,15.5,7.6,11.2,1.00,1.00,0.00,19.48,3.22
1940-07-07,16.2,7.8,11.3,12.90,12.90,0.00,11.72,2.05
1940-07-08,8.9,3.7,7.0,43.30,43.10,0.14,7.25,1.19
1940-07-09,14.3,2.2,8.7,0.00,0.00,0.00,25.27,3.96
1940-07-10,16.7,-0.6,9.4,0.00,0.00,0.00,26.98,4.30
1940-07-11,16.9,5.4,12.0,0.40,0.40,0.00,23.35,3.86
1940-07-12,13.0,3.1,8.7,20.40,20.30,0.07,17.93,2.82
1940-07-13,11.9,2.3,7.2,2.60,2.30,0.21,26.16,3.77
1940-07-14,14.5,5.2,9.6,0.00,0.00,0.00,24.60,3.79
1940-07-15,15.7,4.2,11.0,0.00,0.00,0.00,28.55,4.52
1940-07-16,10.9,5.2,7.5,23.10,22.70,0.28,14.75,2.11
1940-07-17,14.8,1.8,8.0,4.90,4.90,0.00,23.27,3.63
1940-07-18,13.8,2.1,7.6,6.40,6.40,0.00,18.44,2.77
1940-07-19,14.1,4.7,9.2,1.40,1.40,0.00,17.41,2.75
1940-07-20,16.1,4.2,10.6,1.40,1.40,0.00,18.85,3.11
1940-07-21,15.7,4.3,10.9,1.30,1.30,0.00,19.26,3.17
1940-07-22,15.5,5.7,10.7,1.50,1.50,0.00,21.34,3.40
1940-07-23,15.4,4.6,10.3,1.20,1.20,0.00,16.72,2.83
1940-07-24,17.9,7.4,12.2,0.30,0.30,0.00,19.81,3.43
1940-07-25,22.5,5.3,14.5,0.00,0.00,0.00,24.22,4.34
1940-07-26,19.4,10.3,14.4,4.50,4.50,0.00,15.96,2.73
1940-07-27,17.2,4.5,11.0,6.00,6.00,0.00,18.71,3.12
1940-07-28,13.7,4.6,9.6,0.00,0.00,0.00,23.70,3.72
1940-07-29,14.4,-0.8,7.9,0.20,0.20,0.00,24.10,3.76
1940-07-30,12.5,2.3,7.8,0.70,0.70,0.00,21.44,3.29
1940-07-31,14.5,-0.5,8.2,0.00,0.00,0.00,22.50,3.58
1940-08-01,16.3,2.5,11.0,0.00,0.00,0.00,22.19,3.65
1940-08-02,17.7,4.2,11.5,3.80,3.80,0.00,20.97,3.57
1940-08-03,16.6,6.7,11.5,3.90,3.90,0.00,17.24,2.89
1940-08-04,18.7,5.0,12.1,0.20,0.20,0.00,23.04,3.93
1940-08-05,19.5,6.7,13.2,0.00,0.00,0.00,23.69,4.11
1940-08-06,19.1,4.7,12.5,1.70,1.70,0.00,22.73,3.89
1940-08-07,17.8,5.1,12.3,1.70,1.70,0.00,20.04,3.40
1940-08-08,15.8,9.2,12.2,3.20,3.20,0.00,15.90,2.60
1940-08-09,19.1,5.5,12.7,0.10,0.10,0.00,18.85,3.32
1940-08-10,17.3,10.1,12.5,1.10,1.10,0.00,15.51,2.61
1940-08-11,18.4,7.6,13.0,0.30,0.30,0.00,20.51,3.57
1940-08-12,13.0,8.4,10.9,2.30,2.30,0.00,17.46,2.76
1940-08-13,14.4,4.8,9.5,3.80,3.80,0.00,16.54,2.69
1940-08-14,15.4,3.2,9.8,0.00,0.00,0.00,22.46,3.60
1940-08-15,15.4,6.9,10.6,0.10,0.10,0.00,18.06,2.91
1940-08-16,16.2,4.1,10.6,0.00,0.00,0.00,16.29,2.88
1940-08-17,16.5,3.3,10.3,0.00,0.00,0.00,23.80,3.89
1940-08-18,16.2,6.8,10.9,0.20,0.20,0.00,18.02,3.03
1940-08-19,14.6,2.6,9.1,0.00,0.00,0.00,20.52,3.24
1940-08-20,13.4,4.5,9.4,0.50,0.50,0.00,19.94,3.20
1940-08-21,9.8,3.0,6.5,0.00,0.00,0.00,20.10,2.89
1940-08-22,7.8,2.2,5.2,3.10,3.10,0.00,18.57,2.49
1940-08-23,10.8,0.3,5.6,0.10,0.10,0.00,18.85,2.80
1940-08-24,8.8,0.2,5.1,0.00,0.00,0.00,20.28,2.88
1940-08-25,15.0,-2.2,5.9,0.00,0.00,0.00,23.82,3.63
1940-08-26,16.7,1.5,9.1,0.00,0.00,0.00,21.58,3.40
1940-08-27,17.3,3.8,10.8,0.60,0.60,0.00,21.98,3.55
1940-08-28,12.8,4.5,8.4,5.30,5.30,0.00,15.70,2.36
1940-08-29,14.6,4.3,9.2,0.00,0.00,0.00,17.86,2.79
1940-08-30,12.2,3.1,7.8,0.00,0.00,0.00,21.24,3.19
1940-08-31,14.1,-0.6,6.9,0.00,0.00,0.00,21.99,3.39
1940-09-01,18.9,5.7,11.8,0.00,0.00,0.00,21.99,3.66
1940-09-02,19.0,5.1,12.2,0.00,0.00,0.00,22.26,3.76
1940-09-03,18.5,5.7,11.5,0.80,0.80,0.00,20.38,3.45
1940-09-04,15.1,4.8,9.6,2.90,2.90,0.00,15.86,2.50
1940-09-05,16.5,2.0,9.7,0.40,0.40,0.00,18.77,3.05
1940-09-06,17.6,5.3,11.5,0.70,0.70,0.00,17.64,2.97
1940-09-07,18.8,7.1,11.9,0.60,0.60,0.00,18.92,3.18
1940-09-08,16.4,6.6,11.4,0.00,0.00,0.00,19.48,3.18
1940-09-09,10.6,4.4,7.3,1.30,1.30,0.00,17.63,2.52
1940-09-10,6.8,2.2,4.9,7.40,7.40,0.00,5.08,0.77
1940-09-11,5.6,1.4,4.1,7.20,7.20,0.00,4.26,0.74
1940-09-12,7.3,-2.1,2.5,0.50,0.50,0.00,18.51,2.41
1940-09-13,8.0,-1.2,3.0,0.00,0.00,0.00,14.02,1.95
1940-09-14,10.0,-1.5,3.5,0.80,0.80,0.00,10.63,1.52
1940-09-15,7.6,2.7,4.8,18.50,18.30,0.14,4.20,0.69
1940-09-16,10.9,-2.7,5.2,0.00,0.00,0.00,17.88,2.55
1940-09-17,14.7,3.8,9.5,0.00,0.00,0.00,17.88,2.77
1940-09-18,16.3,1.1,8.4,0.00,0.00,0.00,17.17,2.71
1940-09-19,15.1,5.5,10.0,0.00,0.00,0.00,15.02,2.39
1940-09-20,12.7,6.5,9.5,0.20,0.20,0.00,14.18,2.15
1940-09-21,12.6,3.4,8.4,0.00,0.00,0.00,15.07,2.25
1940-09-22,14.3,3.8,9.4,0.10,0.10,0.00,13.73,2.16
1940-09-23,15.7,5.2,10.2,2.20,2.20,0.00,10.24,1.70
1940-09-24,12.1,6.5,8.1,3.70,3.70,0.00,11.02,1.64
1940-09-25,12.0,6.2,8.5,0.80,0.80,0.00,10.96,1.63
1940-09-26,11.6,4.9,8.1,0.50,0.50,0.00,8.63,1.35
1940-09-27,11.9,3.8,7.6,0.50,0.50,0.00,11.29,1.69
1940-09-28,14.7,3.1,8.2,2.00,2.00,0.00,10.77,1.75
1940-09-29,7.5,-1.0,4.0,1.90,1.90,0.00,13.63,1.78
1940-09-30,5.6,-3.8,1.0,1.70,1.60,0.07,14.22,1.69
1940-10-01,4.3,-0.6,1.6,5.20,4.90,0.21,5.04,0.68
1940-10-02,5.2,1.7,3.7,11.90,11.90,0.00,4.68,0.67
1940-10-03,9.9,0.8,6.3,3.90,3.90,0.00,9.43,1.35
1940-10-04,6.5,-0.4,3.3,1.40,1.40,0.00,7.27,1.00
1940-10-05,11.0,0.9,5.9,0.00,0.00,0.00,14.09,1.98
1940-10-06,8.9,0.1,5.0,0.00,0.00,0.00,11.42,1.60
1940-10-07,9.1,2.7,5.7,1.00,1.00,0.00,11.03,1.53
1940-10-08,9.8,1.3,5.9,0.30,0.30,0.00,7.17,1.11
1940-10-09,8.8,4.4,6.2,1.20,1.20,0.00,7.44,1.06
1940-10-10,10.6,2.8,6.0,1.30,1.30,0.00,11.50,1.56
1940-10-11,7.6,2.1,5.2,11.40,11.30,0.07,5.02,0.73
1940-10-12,4.8,1.3,2.7,33.90,29.70,2.94,1.20,0.29
1940-10-13,7.7,-0.1,3.1,5.40,5.40,0.00,7.56,0.98
1940-10-14,6.1,1.2,3.3,0.20,0.20,0.00,5.91,0.84
1940-10-15,7.4,1.8,4.4,0.00,0.00,0.00,9.12,1.25
1940-10-16,5.9,-1.7,1.7,0.00,0.00,0.00,8.73,1.07
1940-10-17,7.2,2.0,4.2,0.10,0.10,0.00,8.93,1.17
1940-10-18,6.6,1.0,3.0,0.00,0.00,0.00,6.94,0.92
1940-10-19,7.2,0.3,3.2,0.00,0.00,0.00,10.13,1.29
1940-10-20,8.7,-0.8,3.4,0.00,0.00,0.00,12.36,1.54
1940-10-21,11.1,-1.2,5.0,0.40,0.40,0.00,11.67,1.58
1940-10-22,8.8,2.6,4.8,0.00,0.00,0.00,9.66,1.29
1940-10-23,6.2,1.1,3.3,0.10,0.10,0.00,9.54,1.16
1940-10-24,3.2,0.4,2.1,0.00,0.00,0.00,7.14,0.86
1940-10-25,2.9,-0.8,1.2,1.50,1.40,0.07,5.55,0.67
1940-10-26,2.4,-3.8,-0.5,1.60,0.80,0.56,6.68,0.74
1940-10-27,0.4,-1.8,-0.7,8.20,1.50,4.69,4.05,0.50
1940-10-28,-2.1,-4.3,-3.3,9.30,0.00,6.51,5.91,0.55
1940-10-29,-1.3,-5.7,-3.1,1.30,0.00,0.91,7.37,0.70
1940-10-30,-4.9,-12.7,-7.6,1.70,0.00,1.19,8.20,0.63
1940-10-31,-1.0,-18.8,-10.3,0.40,0.00,0.28,10.14,0.77
1940-11-01,5.3,-7.1,0.3,1.90,0.00,1.33,7.77,0.86
1940-11-02,2.5,-6.5,-1.4,1.00,1.00,0.00,8.65,0.83
1940-11-03,2.3,-11.2,-4.0,0.00,0.00,0.00,10.47,1.01
1940-11-04,8.3,-6.8,0.7,0.00,0.00,0.00,8.73,1.09
1940-11-05,7.7,-2.3,2.2,0.00,0.00,0.00,10.45,1.15
1940-11-06,1.4,-3.8,-0.0,16.90,2.80,9.87,1.98,0.30
1940-11-07,0.1,-12.0,-6.5,0.10,0.00,0.07,9.81,0.85
1940-11-08,-2.6,-14.7,-8.1,0.00,0.00,0.00,10.18,0.81
1940-11-09,-2.5,-23.5,-13.1,0.00,0.00,0.00,9.10,0.70
1940-11-10,-1.3,-22.0,-11.1,0.00,0.00,0.00,9.05,0.72
1940-11-11,-0.8,-12.0,-6.3,2.40,0.00,1.68,5.34,0.49
1940-11-12,0.3,-10.9,-4.6,4.40,0.00,3.08,3.63,0.41
1940-11-13,2.1,-13.1,-5.7,0.30,0.10,0.14,9.21,0.79
1940-11-14,1.7,-5.4,-2.9,9.40,3.70,3.99,3.30,0.37
1940-11-15,1.0,-3.5,-1.4,4.10,1.90,1.54,3.40,0.36
1940-11-16,0.2,-4.3,-1.8,27.10,0.00,18.97,3.25,0.36
1940-11-17,-1.9,-4.7,-3.4,24.20,0.00,16.94,2.15,0.26
1940-11-18,-3.3,-12.2,-6.1,4.90,0.00,3.43,8.41,0.66
1940-11-19,-8.0,-16.2,-11.8,0.10,0.00,0.07,5.95,0.38
1940-11-20,-2.5,-12.4,-7.7,0.00,0.00,0.00,8.96,0.68
1940-11-21,-1.3,-15.5,-9.3,0.00,0.00,0.00,8.33,0.65
1940-11-22,-1.4,-11.7,-6.1,0.00,0.00,0.00,8.11,0.66
1940-11-23,-3.7,-9.0,-6.5,0.00,0.00,0.00,4.93,0.42
1940-11-24,-5.7,-11.4,-8.1,0.00,0.00,0.00,7.74,0.51
1940-11-25,-6.9,-15.3,-11.9,0.00,0.00,0.00,7.98,0.49
1940-11-26,-10.1,-21.7,-16.3,0.00,0.00,0.00,8.10,0.42
1940-11-27,-5.5,-18.6,-13.9,0.00,0.00,0.00,7.67,0.49
1940-11-28,-10.4,-16.8,-14.1,0.00,0.00,0.00,7.62,0.38
1940-11-29,-11.5,-18.3,-14.9,0.00,0.00,0.00,5.93,0.34
1940-11-30,-12.4,-18.8,-15.6,0.00,0.00,0.00,6.32,0.34
1940-12-01,-11.1,-21.6,-17.7,0.00,0.00,0.00,7.07,0.37
1940-12-02,-12.6,-25.2,-20.0,0.00,0.00,0.00,7.51,0.32
1940-12-03,-11.6,-22.8,-18.1,0.00,0.00,0.00,7.36,0.37
1940-12-04,-11.0,-20.7,-16.6,0.00,0.00,0.00,7.30,0.42
1940-12-05,-8.8,-21.6,-14.9,1.30,0.00,0.98,5.16,0.33
1940-12-06,-7.6,-12.3,-9.8,7.80,0.10,5.39,4.42,0.31
1940-12-07,-8.7,-17.4,-13.0,4.40,0.00,3.08,5.45,0.33
1940-12-08,-9.6,-19.4,-15.2,0.00,0.00,0.00,6.22,0.33
1940-12-09,-10.0,-17.1,-14.5,0.00,0.00,0.00,6.44,0.34
