time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
1940-01-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1940-01-02,1.1,-5.5,-2.4,0.00,0.00,0.00,4.91,0.52
1940-01-03,-1.4,-6.5,-4.5,0.00,0.00,0.00,5.81,0.44
1940-01-04,3.1,-4.2,-0.1,1.60,0.00,1.12,2.32,0.29
1940-01-05,5.6,-0.3,2.5,0.10,0.10,0.00,4.36,0.46
1940-01-06,6.4,-1.3,1.6,0.00,0.00,0.00,5.05,0.51
1940-01-07,3.8,-1.8,0.8,0.00,0.00,0.00,4.26,0.45
1940-01-08,4.1,-4.4,-0.9,0.00,0.00,0.00,6.43,0.58
1940-01-09,2.8,-4.7,-1.2,0.20,0.00,0.14,5.07,0.51
1940-01-10,1.0,-6.1,-1.7,2.00,0.00,1.40,5.39,0.53
1940-01-11,-2.8,-6.4,-4.8,0.50,0.00,0.35,4.99,0.42
1940-01-12,-2.2,-5.4,-3.6,1.20,0.00,0.84,3.80,0.36
1940-01-13,1.6,-6.9,-3.9,0.00,0.00,0.00,7.25,0.57
1940-01-14,5.3,-8.0,-2.9,0.00,0.00,0.00,7.30,0.69
1940-01-15,4.9,-6.3,-2.0,0.00,0.00,0.00,6.80,0.62
1940-01-16,2.9,-5.3,-1.7,0.00,0.00,0.00,5.94,0.55
1940-01-17,-0.1,-4.2,-2.4,2.30,0.00,1.61,4.24,0.39
1940-01-18,-1.3,-5.7,-2.9,1.40,0.00,0.98,6.08,1.02
1940-01-19,-3.4,-8.1,-6.0,0.00,0.00,0.00,8.13,0.76
1940-01-20,-4.4,-8.0,-6.4,0.00,0.00,0.00,6.17,0.48
1940-01-21,-4.0,-10.8,-7.3,0.00,0.00,0.00,8.25,0.64
1940-01-22,-3.1,-11.0,-7.4,0.00,0.00,0.00,8.44,0.66
1940-01-23,1.6,-9.8,-5.6,0.00,0.00,0.00,8.05,0.68
1940-01-24,0.9,-6.1,-2.0,0.80,0.00,0.56,2.57,0.35
1940-01-25,4.0,-5.3,-1.3,0.00,0.00,0.00,7.94,0.74
1940-01-26,4.7,-3.3,-0.0,0.00,0.00,0.00,8.18,0.80
1940-01-27,4.0,-5.3,-1.1,0.40,0.40,0.00,3.22,0.41
1940-01-28,3.2,-8.4,-3.6,0.00,0.00,0.00,8.07,0.70
1940-01-29,2.5,-2.4,0.2,0.80,0.10,0.49,4.82,0.53
1940-01-30,0.9,-2.5,-0.8,2.10,0.00,1.47,4.19,0.41
1940-01-31,-1.0,-4.5,-2.7,0.50,0.00,0.35,4.97,0.45
1940-02-01,-0.7,-7.6,-4.1,7.90,0.00,5.53,2.26,0.25
1940-02-02,2.2,-6.4,-2.2,0.00,0.00,0.00,7.96,0.70
1940-02-03,0.8,-5.5,-2.2,0.00,0.00,0.00,7.54,0.64
1940-02-04,3.3,-4.2,-0.4,0.00,0.00,0.00,6.72,0.69
1940-02-05,5.2,-3.8,0.5,0.00,0.00,0.00,7.70,0.78
1940-02-06,3.3,-3.8,0.3,1.30,1.30,0.00,4.01,0.48
1940-02-07,4.8,-5.4,-0.2,0.00,0.00,0.00,7.01,0.73
1940-02-08,5.9,-1.4,1.9,0.00,0.00,0.00,6.08,0.72
1940-02-09,5.7,-0.2,2.4,0.00,0.00,0.00,4.89,0.60
1940-02-10,6.9,-1.2,2.0,0.00,0.00,0.00,8.70,0.87
1940-02-11,4.2,-1.8,0.8,0.40,0.00,0.28,7.19,1.04
1940-02-12,4.1,-1.4,0.8,0.00,0.00,0.00,9.52,0.91
1940-02-13,-2.6,-9.0,-5.1,0.80,0.00,0.56,9.65,1.16
1940-02-14,-6.3,-14.3,-10.8,0.00,0.00,0.00,12.43,1.06
1940-02-15,-2.5,-15.4,-9.5,0.00,0.00,0.00,12.12,1.02
1940-02-16,2.0,-10.3,-5.2,0.00,0.00,0.00,12.41,1.17
1940-02-17,-0.6,-10.4,-4.6,0.00,0.00,0.00,5.90,0.68
1940-02-18,4.1,-7.7,-2.7,0.00,0.00,0.00,12.48,1.13
1940-02-19,7.2,-5.0,0.8,0.00,0.00,0.00,8.33,1.04
1940-02-20,10.5,-0.4,3.9,0.00,0.00,0.00,12.41,1.50
1940-02-21,3.1,-3.0,1.1,0.40,0.00,0.28,9.01,0.98
1940-02-22,6.1,-4.1,0.8,0.00,0.00,0.00,12.06,1.26
1940-02-23,9.9,-0.6,4.2,0.00,0.00,0.00,11.83,1.47
1940-02-24,11.6,0.4,5.4,0.00,0.00,0.00,11.12,1.46
1940-02-25,9.9,0.2,4.5,0.00,0.00,0.00,9.02,1.11
1940-02-26,9.5,0.1,4.4,0.00,0.00,0.00,11.69,1.31
1940-02-27,10.0,1.7,5.3,0.00,0.00,0.00,11.14,1.29
1940-02-28,8.8,1.3,5.3,0.00,0.00,0.00,9.00,1.11
1940-02-29,11.8,2.4,6.8,0.00,0.00,0.00,10.85,1.39
1940-03-01,11.5,0.2,5.3,0.00,0.00,0.00,13.28,1.57
1940-03-02,4.2,-1.5,2.0,0.90,0.90,0.00,4.83,0.81
1940-03-03,4.2,-3.5,0.4,0.00,0.00,0.00,14.28,1.40
1940-03-04,10.4,-3.0,3.5,0.00,0.00,0.00,15.44,1.82
1940-03-05,14.2,0.7,6.9,0.00,0.00,0.00,14.94,2.31
1940-03-06,6.5,0.6,3.6,0.00,0.00,0.00,15.77,2.79
1940-03-07,6.8,-2.3,1.8,0.00,0.00,0.00,16.20,2.46
1940-03-08,5.9,-2.8,1.5,0.00,0.00,0.00,16.81,2.13
1940-03-09,7.4,-4.0,1.9,0.00,0.00,0.00,16.78,1.99
1940-03-10,11.0,-5.1,3.2,0.00,0.00,0.00,15.40,1.90
1940-03-11,11.5,1.4,6.2,0.00,0.00,0.00,10.75,1.48
1940-03-12,10.6,2.9,6.9,5.80,5.80,0.00,5.46,0.89
1940-03-13,9.3,5.5,7.8,7.20,7.20,0.00,2.20,0.48
1940-03-14,11.6,5.0,8.4,6.60,6.60,0.00,8.52,1.21
1940-03-15,13.4,2.6,7.2,0.00,0.00,0.00,18.37,2.77
1940-03-16,11.2,0.4,5.5,0.00,0.00,0.00,18.05,2.40
1940-03-17,11.3,0.5,6.4,0.00,0.00,0.00,14.57,1.95
1940-03-18,12.8,0.7,6.7,0.00,0.00,0.00,16.68,2.28
1940-03-19,13.1,4.4,8.1,0.00,0.00,0.00,16.82,2.20
1940-03-20,13.9,1.8,7.9,0.00,0.00,0.00,13.66,1.88
1940-03-21,15.8,6.0,10.0,0.00,0.00,0.00,15.23,2.20
1940-03-22,13.6,5.8,9.6,0.00,0.00,0.00,12.19,1.82
1940-03-23,13.8,5.7,9.9,0.00,0.00,0.00,11.02,1.67
1940-03-24,14.8,7.0,10.8,0.30,0.30,0.00,13.83,2.04
1940-03-25,15.7,8.3,11.9,0.00,0.00,0.00,9.36,1.61
1940-03-26,14.1,10.5,11.8,3.60,3.60,0.00,4.98,0.92
1940-03-27,16.0,7.8,11.0,9.30,9.30,0.00,9.66,1.49
1940-03-28,12.2,4.5,7.5,3.50,3.50,0.00,11.49,1.60
1940-03-29,10.6,1.7,5.4,2.80,2.50,0.21,20.63,2.82
1940-03-30,8.9,-0.2,4.6,0.00,0.00,0.00,18.66,2.54
1940-03-31,13.3,0.5,6.3,0.00,0.00,0.00,20.77,2.78
1940-04-01,13.6,1.1,7.4,0.00,0.00,0.00,21.35,2.90
1940-04-02,15.0,4.3,9.2,0.00,0.00,0.00,20.89,2.89
1940-04-03,13.2,3.5,8.6,0.90,0.90,0.00,11.56,1.71
1940-04-04,19.4,5.0,12.0,0.00,0.00,0.00,20.75,3.44
1940-04-05,17.9,5.0,11.7,0.00,0.00,0.00,22.19,4.03
1940-04-06,16.6,6.7,10.9,0.00,0.00,0.00,21.87,4.04
1940-04-07,14.6,6.9,10.6,0.30,0.30,0.00,21.56,3.56
1940-04-08,13.0,5.7,8.9,0.90,0.90,0.00,18.95,2.77
1940-04-09,12.1,3.3,7.7,1.20,1.20,0.00,19.48,2.60
1940-04-10,12.4,3.1,8.2,0.80,0.80,0.00,18.63,2.62
1940-04-11,14.7,2.5,8.4,0.00,0.00,0.00,22.28,3.09
1940-04-12,14.1,1.9,7.7,0.10,0.10,0.00,23.68,3.50
1940-04-13,12.6,3.4,7.5,0.10,0.10,0.00,21.13,2.96
1940-04-14,12.1,3.6,7.9,0.50,0.50,0.00,22.45,3.01
1940-04-15,17.2,4.1,10.2,0.00,0.00,0.00,21.57,3.31
1940-04-16,16.0,6.7,11.2,0.30,0.30,0.00,10.71,1.81
1940-04-17,17.3,9.1,12.2,4.60,4.60,0.00,9.93,1.86
1940-04-18,17.0,9.2,13.2,2.10,2.10,0.00,10.76,1.89
1940-04-19,18.4,10.3,13.7,1.20,1.20,0.00,14.65,2.47
1940-04-20,19.8,6.3,13.8,0.20,0.20,0.00,18.49,3.05
1940-04-21,21.9,8.2,15.6,0.00,0.00,0.00,23.64,3.94
1940-04-22,23.2,8.7,16.1,0.00,0.00,0.00,23.75,4.16
1940-04-23,24.4,9.4,17.4,0.00,0.00,0.00,23.04,4.12
1940-04-24,23.0,11.9,16.5,0.50,0.50,0.00,18.50,3.42
1940-04-25,18.6,9.9,14.2,4.10,4.10,0.00,9.48,1.70
1940-04-26,20.7,9.6,15.0,0.20,0.20,0.00,21.18,3.55
1940-04-27,20.9,8.6,15.3,0.10,0.10,0.00,20.93,3.59
1940-04-28,21.8,11.3,16.2,1.80,1.80,0.00,18.31,3.16
1940-04-29,21.4,10.8,15.9,5.60,5.60,0.00,19.43,3.30
1940-04-30,19.2,13.2,15.1,10.40,10.40,0.00,15.57,2.48
1940-05-01,18.2,11.8,14.6,23.40,23.40,0.00,9.37,1.54
1940-05-02,17.6,11.4,14.5,10.00,10.00,0.00,8.59,1.51
1940-05-03,16.5,11.7,13.9,26.70,26.70,0.00,2.24,0.64
1940-05-04,22.7,7.4,15.0,0.00,0.00,0.00,22.20,3.76
1940-05-05,24.5,9.5,16.4,5.10,5.10,0.00,24.90,4.32
1940-05-06,21.3,9.5,15.2,4.80,4.80,0.00,24.29,3.99
1940-05-07,19.7,9.8,14.5,1.60,1.60,0.00,21.74,3.54
1940-05-08,19.9,10.7,15.6,0.10,0.10,0.00,23.44,3.93
1940-05-09,21.7,10.0,15.9,0.10,0.10,0.00,22.23,3.80
1940-05-10,21.4,10.3,16.3,0.40,0.40,0.00,23.25,3.98
1940-05-11,22.1,10.0,16.9,0.20,0.20,0.00,22.41,3.82
1940-05-12,22.8,9.5,17.1,0.80,0.80,0.00,25.02,4.36
1940-05-13,21.0,9.7,15.7,2.50,2.50,0.00,23.12,3.89
1940-05-14,17.9,12.6,15.4,1.40,1.40,0.00,22.33,3.71
1940-05-15,20.1,12.7,16.3,0.30,0.30,0.00,22.67,3.83
1940-05-16,16.0,10.9,13.2,8.40,8.40,0.00,17.34,2.64
1940-05-17,12.6,8.8,10.0,40.00,40.00,0.00,6.14,1.10
1940-05-18,18.5,9.8,13.7,1.40,1.40,0.00,25.55,4.20
1940-05-19,20.5,8.0,14.6,0.30,0.30,0.00,27.10,4.57
1940-05-20,21.1,8.4,14.5,1.20,1.20,0.00,24.94,4.23
1940-05-21,20.9,9.5,15.6,0.70,0.70,0.00,21.70,3.60
1940-05-22,21.3,10.7,16.9,0.00,0.00,0.00,24.09,4.15
1940-05-23,19.6,11.2,16.1,0.00,0.00,0.00,18.00,3.20
1940-05-24,24.3,10.0,17.9,0.00,0.00,0.00,26.73,4.78
1940-05-25,25.4,12.1,19.4,0.00,0.00,0.00,24.52,4.47
1940-05-26,26.6,14.0,20.9,0.00,0.00,0.00,27.18,5.08
1940-05-27,24.7,13.7,19.3,0.00,0.00,0.00,27.39,4.90
1940-05-28,24.2,14.4,19.6,0.00,0.00,0.00,25.50,4.70
1940-05-29,22.9,13.8,18.8,0.00,0.00,0.00,24.11,4.31
1940-05-30,18.8,14.4,16.9,11.30,11.30,0.00,14.56,3.10
1940-05-31,24.3,15.2,18.9,0.00,0.00,0.00,24.43,6.02
1940-06-01,21.7,10.8,16.7,0.30,0.30,0.00,23.82,4.65
1940-06-02,20.7,9.7,15.1,1.00,1.00,0.00,26.56,4.46
1940-06-03,23.0,7.8,16.1,0.00,0.00,0.00,26.37,4.66
1940-06-04,24.3,9.6,17.6,0.10,0.10,0.00,25.13,4.83
1940-06-05,26.0,12.1,19.7,0.00,0.00,0.00,26.29,4.92
1940-06-06,26.3,14.1,20.1,0.50,0.50,0.00,24.17,4.71
1940-06-07,24.3,13.7,19.1,2.10,2.10,0.00,23.21,4.28
1940-06-08,26.9,12.6,20.1,0.30,0.30,0.00,25.82,4.89
1940-06-09,27.9,13.7,21.0,1.40,1.40,0.00,25.46,5.08
1940-06-10,28.1,13.5,21.0,0.60,0.60,0.00,26.61,5.17
1940-06-11,26.1,14.7,20.4,2.10,2.10,0.00,25.51,4.80
1940-06-12,26.2,14.4,19.4,0.00,0.00,0.00,23.91,4.50
1940-06-13,24.9,13.6,19.3,0.90,0.90,0.00,25.23,4.78
1940-06-14,24.6,14.8,20.0,0.20,0.20,0.00,21.95,4.08
1940-06-15,22.6,16.6,19.6,2.70,2.70,0.00,16.02,2.96
1940-06-16,21.5,15.9,18.1,12.30,12.30,0.00,19.57,3.37
1940-06-17,23.5,14.3,19.2,2.40,2.40,0.00,22.04,4.05
1940-06-18,25.9,15.0,20.6,4.60,4.60,0.00,27.55,5.04
1940-06-19,24.7,15.6,20.2,4.80,4.80,0.00,19.52,3.77
1940-06-20,24.1,15.0,19.2,0.30,0.30,0.00,20.18,3.71
1940-06-21,24.1,14.8,19.9,0.10,0.10,0.00,25.00,4.57
1940-06-22,22.1,16.5,19.1,9.20,9.20,0.00,17.65,3.21
1940-06-23,24.7,15.8,19.7,7.60,7.60,0.00,16.52,3.11
1940-06-24,23.9,15.3,19.0,8.20,8.20,0.00,17.71,3.28
1940-06-25,20.8,13.4,16.8,9.30,9.30,0.00,19.56,3.28
1940-06-26,23.9,14.3,19.0,0.20,0.20,0.00,26.67,4.82
1940-06-27,23.1,13.2,19.0,0.20,0.20,0.00,25.11,4.50
1940-06-28,21.7,12.2,17.2,5.20,5.20,0.00,26.08,4.49
1940-06-29,24.0,12.2,18.3,0.40,0.40,0.00,25.39,4.73
1940-06-30,29.2,13.5,21.2,0.00,0.00,0.00,23.85,4.83
1940-07-01,28.4,14.3,21.9,0.00,0.00,0.00,27.08,5.31
1940-07-02,28.3,16.5,22.8,0.80,0.80,0.00,23.98,4.74
1940-07-03,28.3,17.8,23.4,0.70,0.70,0.00,23.78,4.67
1940-07-04,23.3,16.4,19.6,2.50,2.50,0.00,22.95,4.06
1940-07-05,25.7,14.5,20.4,0.40,0.40,0.00,24.60,4.55
1940-07-06,26.0,18.3,22.0,0.10,0.10,0.00,19.66,4.04
1940-07-07,26.6,18.2,21.6,22.70,22.70,0.00,12.82,2.72
1940-07-08,21.6,15.7,18.6,16.20,16.20,0.00,16.55,2.87
1940-07-09,26.1,13.8,20.3,0.00,0.00,0.00,29.00,5.65
1940-07-10,26.2,11.9,20.1,0.00,0.00,0.00,26.60,4.90
1940-07-11,27.5,15.9,22.0,0.00,0.00,0.00,26.27,4.96
1940-07-12,26.3,15.1,20.5,8.50,8.50,0.00,24.06,4.52
1940-07-13,24.0,13.1,18.9,0.30,0.30,0.00,29.12,5.43
1940-07-14,24.2,14.5,19.2,0.00,0.00,0.00,26.11,4.66
1940-07-15,24.7,15.0,20.4,0.00,0.00,0.00,26.98,4.92
1940-07-16,23.5,15.4,19.1,6.80,6.80,0.00,20.61,3.86
1940-07-17,25.5,13.5,20.0,0.00,0.00,0.00,27.57,5.38
1940-07-18,25.0,14.1,19.5,1.10,1.10,0.00,22.84,4.14
1940-07-19,23.9,15.1,19.6,0.70,0.70,0.00,17.03,3.18
1940-07-20,26.6,15.3,21.3,0.00,0.00,0.00,21.78,4.17
1940-07-21,27.3,16.0,22.2,0.60,0.60,0.00,23.97,4.55
1940-07-22,24.7,18.4,21.8,3.60,3.60,0.00,23.19,4.20
1940-07-23,25.5,17.4,21.4,3.90,3.90,0.00,20.48,3.86
1940-07-24,28.5,19.2,22.8,6.70,6.70,0.00,22.09,4.27
1940-07-25,32.3,17.8,24.8,0.00,0.00,0.00,26.32,5.36
1940-07-26,30.2,21.4,25.0,0.00,0.00,0.00,21.28,4.37
1940-07-27,27.3,17.2,22.3,1.00,1.00,0.00,22.37,4.28
1940-07-28,24.1,15.7,20.1,6.00,6.00,0.00,22.07,3.95
1940-07-29,24.6,14.0,19.6,0.80,0.80,0.00,21.84,4.07
1940-07-30,22.8,13.3,18.4,0.40,0.40,0.00,23.89,4.30
1940-07-31,23.7,12.6,18.6,0.20,0.20,0.00,25.10,4.53
1940-08-01,26.0,13.5,20.1,0.00,0.00,0.00,24.09,4.44
1940-08-02,27.2,17.3,21.9,0.00,0.00,0.00,22.17,4.66
1940-08-03,25.8,18.8,22.0,0.10,0.10,0.00,21.18,4.74
1940-08-04,27.0,15.8,21.8,0.00,0.00,0.00,22.92,4.58
1940-08-05,28.3,16.9,22.4,0.00,0.00,0.00,23.65,4.54
1940-08-06,30.9,16.0,23.7,1.10,1.10,0.00,24.25,4.88
1940-08-07,28.5,17.9,23.6,2.80,2.80,0.00,21.59,4.41
1940-08-08,28.0,20.5,23.5,0.70,0.70,0.00,18.97,3.76
1940-08-09,29.6,19.5,24.2,1.00,1.00,0.00,20.53,4.07
1940-08-10,26.3,20.0,22.7,5.40,5.40,0.00,17.25,3.36
1940-08-11,29.1,18.9,23.6,0.80,0.80,0.00,22.79,4.61
1940-08-12,23.7,19.3,21.7,3.10,3.10,0.00,18.88,3.59
1940-08-13,23.5,16.8,19.8,10.40,10.40,0.00,15.82,3.05
1940-08-14,24.2,16.6,20.0,1.00,1.00,0.00,20.67,3.85
1940-08-15,24.0,15.9,19.8,0.00,0.00,0.00,18.05,3.63
1940-08-16,26.3,14.1,20.2,0.00,0.00,0.00,20.46,3.84
1940-08-17,25.1,13.6,19.9,0.70,0.70,0.00,21.72,4.29
1940-08-18,24.6,15.8,20.5,0.00,0.00,0.00,20.25,4.01
1940-08-19,25.3,13.2,19.9,0.00,0.00,0.00,22.65,4.18
1940-08-20,25.6,13.5,19.9,0.30,0.30,0.00,22.42,4.34
1940-08-21,20.0,16.2,17.9,1.10,1.10,0.00,19.80,3.50
1940-08-22,22.4,15.0,18.0,0.10,0.10,0.00,21.20,4.84
1940-08-23,23.7,11.9,17.8,0.00,0.00,0.00,23.68,5.16
1940-08-24,24.6,12.2,17.9,0.00,0.00,0.00,23.26,4.99
1940-08-25,22.5,11.3,16.8,0.20,0.20,0.00,23.16,4.37
1940-08-26,24.4,9.7,17.5,0.00,0.00,0.00,22.15,4.12
1940-08-27,25.9,13.4,19.3,0.00,0.00,0.00,22.52,4.12
1940-08-28,24.3,14.3,19.0,0.00,0.00,0.00,21.27,3.82
1940-08-29,26.6,16.2,21.1,0.00,0.00,0.00,19.29,3.68
1940-08-30,27.0,14.1,20.3,0.10,0.10,0.00,22.23,4.84
1940-08-31,22.1,12.4,17.3,4.20,4.20,0.00,17.12,3.52
1940-09-01,24.3,13.6,18.8,0.00,0.00,0.00,22.13,4.42
1940-09-02,27.3,13.9,20.0,0.00,0.00,0.00,21.64,4.11
1940-09-03,27.7,14.0,20.7,0.00,0.00,0.00,21.18,4.29
1940-09-04,26.2,15.4,20.9,0.40,0.40,0.00,17.94,3.40
1940-09-05,26.9,16.1,21.2,0.00,0.00,0.00,18.55,3.52
1940-09-06,28.6,16.5,22.2,0.00,0.00,0.00,19.58,3.84
1940-09-07,29.6,15.7,22.2,0.00,0.00,0.00,20.20,4.00
1940-09-08,29.3,15.2,21.9,0.00,0.00,0.00,20.66,4.19
1940-09-09,23.7,14.3,18.7,0.10,0.10,0.00,18.98,3.76
1940-09-10,19.8,12.2,16.0,3.80,3.80,0.00,6.45,1.33
1940-09-11,19.9,13.5,16.5,5.90,5.90,0.00,10.94,2.16
1940-09-12,19.7,8.8,14.1,3.10,3.10,0.00,19.22,3.43
1940-09-13,19.5,10.9,14.6,0.00,0.00,0.00,15.02,2.78
1940-09-14,21.8,10.4,15.3,0.00,0.00,0.00,12.43,2.36
1940-09-15,20.6,13.4,16.2,8.20,8.20,0.00,7.09,1.48
1940-09-16,22.7,9.9,16.6,0.00,0.00,0.00,17.96,3.24
1940-09-17,23.8,12.9,18.0,0.00,0.00,0.00,16.83,2.93
1940-09-18,24.5,11.3,17.9,0.00,0.00,0.00,17.77,3.15
1940-09-19,25.6,13.1,19.2,0.00,0.00,0.00,16.02,2.91
1940-09-20,25.4,15.4,20.1,0.00,0.00,0.00,16.31,3.06
1940-09-21,24.0,15.3,19.3,0.00,0.00,0.00,16.30,2.89
1940-09-22,25.6,14.5,19.8,0.00,0.00,0.00,15.87,2.93
1940-09-23,27.5,17.4,21.7,0.00,0.00,0.00,12.67,2.59
1940-09-24,22.9,16.1,19.3,0.00,0.00,0.00,12.88,2.42
1940-09-25,24.0,15.7,19.2,0.00,0.00,0.00,11.28,2.25
1940-09-26,24.1,13.9,18.6,0.00,0.00,0.00,11.77,2.34
1940-09-27,22.5,14.6,18.3,0.00,0.00,0.00,14.17,2.58
1940-09-28,25.7,14.2,19.4,0.00,0.00,0.00,14.33,3.08
1940-09-29,17.6,10.2,14.1,20.80,20.80,0.00,8.95,1.41
1940-09-30,14.9,8.5,11.7,1.10,1.10,0.00,11.24,1.95
1940-10-01,13.0,10.2,11.2,5.90,5.90,0.00,2.60,0.61
1940-10-02,13.8,11.4,12.5,21.60,21.60,0.00,2.22,0.56
1940-10-03,19.6,11.5,15.6,15.00,15.00,0.00,10.85,1.83
1940-10-04,15.6,10.6,13.0,1.80,1.80,0.00,4.82,0.90
1940-10-05,20.1,8.7,14.1,0.00,0.00,0.00,14.27,2.22
1940-10-06,19.1,10.2,14.6,0.00,0.00,0.00,12.86,2.03
1940-10-07,19.3,11.7,15.1,1.10,1.10,0.00,12.30,1.99
1940-10-08,19.4,10.0,14.9,0.10,0.10,0.00,9.62,1.58
1940-10-09,18.5,14.7,16.5,0.90,0.90,0.00,8.57,1.42
1940-10-10,20.0,12.0,15.7,0.00,0.00,0.00,9.37,1.62
1940-10-11,19.6,13.9,16.5,3.30,3.30,0.00,6.48,1.47
1940-10-12,14.9,10.5,13.1,24.30,24.30,0.00,1.80,0.49
1940-10-13,16.5,11.9,13.9,30.10,30.10,0.00,3.78,0.79
1940-10-14,15.8,11.5,13.9,1.60,1.60,0.00,5.67,0.99
1940-10-15,16.8,10.7,13.4,0.20,0.20,0.00,8.02,1.25
1940-10-16,15.4,9.0,11.7,0.10,0.10,0.00,7.17,1.13
1940-10-17,15.4,11.7,13.3,0.00,0.00,0.00,7.78,1.23
1940-10-18,13.0,8.4,10.5,0.00,0.00,0.00,8.01,1.25
1940-10-19,11.9,7.3,9.2,0.00,0.00,0.00,10.08,1.41
1940-10-20,13.1,6.6,9.4,0.00,0.00,0.00,12.11,1.59
1940-10-21,16.0,8.2,11.2,0.00,0.00,0.00,9.52,1.40
1940-10-22,14.9,9.3,11.9,0.20,0.20,0.00,6.81,1.08
1940-10-23,14.1,7.8,11.1,0.00,0.00,0.00,9.67,1.38
1940-10-24,13.4,9.9,11.1,1.10,1.10,0.00,3.87,0.66
1940-10-25,12.9,7.9,10.5,3.40,3.40,0.00,4.93,0.73
1940-10-26,14.8,4.9,9.2,1.80,1.80,0.00,9.81,1.38
1940-10-27,11.0,8.2,9.6,8.30,8.30,0.00,4.28,0.67
1940-10-28,8.8,7.5,8.1,6.80,6.80,0.00,3.85,0.57
1940-10-29,8.6,6.4,7.6,1.90,1.90,0.00,4.44,0.62
1940-10-30,7.5,2.9,5.3,3.80,3.80,0.00,4.78,0.63
1940-10-31,10.6,-0.1,5.0,0.00,0.00,0.00,10.51,1.23
1940-11-01,13.1,5.3,8.7,0.30,0.30,0.00,7.48,1.07
1940-11-02,11.7,4.3,8.2,0.10,0.10,0.00,8.08,1.03
1940-11-03,14.0,4.8,8.4,0.00,0.00,0.00,10.27,1.40
1940-11-04,16.0,5.7,9.8,0.00,0.00,0.00,8.33,1.23
1940-11-05,16.8,6.3,10.8,0.10,0.10,0.00,9.31,1.31
1940-11-06,13.1,7.5,11.3,7.70,7.70,0.00,2.69,0.48
1940-11-07,13.1,3.4,8.1,0.00,0.00,0.00,7.69,1.00
1940-11-08,12.7,2.0,6.2,0.00,0.00,0.00,9.53,1.18
1940-11-09,9.3,1.3,4.6,0.00,0.00,0.00,7.47,0.92
1940-11-10,8.8,-0.9,3.3,0.00,0.00,0.00,6.62,0.79
1940-11-11,7.2,3.2,5.3,2.60,2.60,0.00,2.60,0.38
1940-11-12,7.6,3.8,5.9,2.30,2.30,0.00,1.70,0.31
1940-11-13,10.8,0.2,5.0,0.00,0.00,0.00,7.46,0.88
1940-11-14,11.3,4.3,7.4,12.80,12.80,0.00,0.76,0.28
1940-11-15,9.5,5.5,7.2,2.60,2.60,0.00,1.21,0.27
1940-11-16,11.2,6.0,8.2,11.20,11.20,0.00,1.76,0.35
1940-11-17,10.5,6.8,8.5,17.50,17.50,0.00,2.02,0.44
1940-11-18,9.5,4.3,7.1,2.90,2.90,0.00,5.47,0.69
1940-11-19,7.0,3.1,5.0,1.10,1.10,0.00,2.19,0.43
1940-11-20,9.0,0.6,5.0,0.20,0.20,0.00,6.71,0.76
1940-11-21,11.4,-0.5,4.0,0.00,0.00,0.00,7.71,0.89
1940-11-22,10.7,-0.9,3.6,0.00,0.00,0.00,7.62,0.89
1940-11-23,9.2,0.3,3.9,0.00,0.00,0.00,3.37,0.51
1940-11-24,11.5,0.7,4.6,0.00,0.00,0.00,7.49,0.94
1940-11-25,9.1,-1.9,3.0,0.00,0.00,0.00,7.62,1.01
1940-11-26,7.9,-3.7,0.8,0.00,0.00,0.00,7.60,0.81
1940-11-27,10.7,-3.0,1.5,0.00,0.00,0.00,7.41,0.84
1940-11-28,8.1,-1.3,2.4,0.00,0.00,0.00,7.11,0.74
1940-11-29,5.1,-0.7,1.9,0.20,0.20,0.00,4.34,0.77
1940-11-30,4.4,-0.3,1.7,0.00,0.00,0.00,4.32,1.23
1940-12-01,5.2,-4.0,0.2,0.00,0.00,0.00,6.47,0.89
1940-12-02,2.9,-5.2,-2.5,0.00,0.00,0.00,6.93,0.68
1940-12-03,3.3,-6.5,-3.1,0.00,0.00,0.00,7.03,0.62
1940-12-04,3.1,-7.1,-2.9,0.00,0.00,0.00,6.76,0.61
1940-12-05,2.4,-6.8,-2.3,0.00,0.00,0.00,5.90,0.64
1940-12-06,3.2,-2.4,-0.2,0.20,0.00,0.14,4.57,0.47
1940-12-07,5.8,-3.0,-0.1,0.00,0.00,0.00,5.68,0.57
1940-12-08,6.9,-1.2,1.9,0.00,0.00,0.00,5.46,0.94
1940-12-09,7.3,-0.8,1.7,0.00,0.00,0.00,6.67,0.99
1940-12-10,5.9,-1.7,1.9,0.10,0.10,0.00,6.58,0.71
1940-12-11,5.6,-1.1,1.5,1.00,0.50,0.35,6.20,0.67
1940-12-12,7.1,-0.8,1.7,0.00,0.00,0.00,5.96,1.08
1940-12-13,6.4,-1.8,1.1,0.00,0.00,0.00,6.71,1.07
1940-12-14,2.2,-4.0,-1.2,0.00,0.00,0.00,6.60,0.78
1940-12-15,1.8,-3.1,-0.7,0.20,0.00,0.14,4.92,0.46
1940-12-16,-0.4,-4.9,-2.2,0.90,0.00,0.63,5.27,0.46
1940-12-17,-2.7,-5.9,-4.3,0.00,0.00,0.00,6.64,0.48
