time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
1964-11-01,18.4,12.7,15.6,17.80,17.80,0.00,5.77,1.14
1964-11-02,18.1,10.7,13.9,0.00,0.00,0.00,12.59,2.04
1964-11-03,17.2,10.6,14.1,0.50,0.50,0.00,10.55,1.60
1964-11-04,16.7,10.5,14.2,1.90,1.90,0.00,4.73,0.82
1964-11-05,18.6,13.1,15.8,1.00,1.00,0.00,5.91,1.05
1964-11-06,19.2,15.5,16.8,1.30,1.30,0.00,10.50,1.63
1964-11-07,19.8,16.0,17.7,0.20,0.20,0.00,7.85,1.41
1964-11-08,18.4,14.9,16.5,17.50,17.50,0.00,4.96,0.84
1964-11-09,17.5,13.6,15.3,4.10,4.10,0.00,9.43,1.41
1964-11-10,17.9,12.9,14.7,0.00,0.00,0.00,10.74,1.74
1964-11-11,17.8,10.8,13.8,0.00,0.00,0.00,11.21,1.88
1964-11-12,16.2,11.4,13.3,0.60,0.60,0.00,9.74,1.58
1964-11-13,17.1,11.2,13.8,0.00,0.00,0.00,9.84,1.92
1964-11-14,17.8,9.9,13.7,0.00,0.00,0.00,10.84,1.69
1964-11-15,18.2,11.6,14.2,0.00,0.00,0.00,10.30,1.56
1964-11-16,16.1,12.4,14.0,0.00,0.00,0.00,11.07,2.04
1964-11-17,17.1,13.7,14.7,0.00,0.00,0.00,10.77,2.20
1964-11-18,17.8,13.4,14.9,0.00,0.00,0.00,10.80,1.95
1964-11-19,18.7,13.6,15.6,0.30,0.30,0.00,7.78,1.51
1964-11-20,18.1,11.4,14.7,0.00,0.00,0.00,10.43,1.63
1964-11-21,17.6,10.7,13.5,0.00,0.00,0.00,9.21,1.38
1964-11-22,17.7,10.1,13.5,0.10,0.10,0.00,8.38,1.33
1964-11-23,17.6,10.5,13.8,0.00,0.00,0.00,9.44,1.39
1964-11-24,17.2,8.4,12.8,0.40,0.40,0.00,8.41,1.33
1964-11-25,16.3,8.5,11.6,0.00,0.00,0.00,9.64,1.36
1964-11-26,15.2,7.6,10.6,0.00,0.00,0.00,9.82,1.36
1964-11-27,16.0,7.7,11.5,0.60,0.60,0.00,6.26,0.99
1964-11-28,16.7,12.1,13.9,0.00,0.00,0.00,8.87,1.61
1964-11-29,18.3,11.7,14.5,3.20,3.20,0.00,9.71,1.81
1964-11-30,12.8,8.9,10.7,2.30,2.30,0.00,7.35,1.28
1964-12-01,11.9,7.5,9.7,5.20,5.20,0.00,8.06,1.37
1964-12-02,12.4,9.0,10.6,8.90,8.90,0.00,2.98,0.85
1964-12-03,11.5,8.0,9.5,6.80,6.80,0.00,5.44,1.29
1964-12-04,11.7,10.0,11.1,1.10,1.10,0.00,8.84,2.59
1964-12-05,11.0,6.5,8.7,0.60,0.60,0.00,9.49,2.21
1964-12-06,11.3,3.7,8.0,0.00,0.00,0.00,4.92,0.96
1964-12-07,14.7,9.0,11.1,0.50,0.50,0.00,6.25,0.94
1964-12-08,15.0,7.2,10.7,0.00,0.00,0.00,8.36,1.14
1964-12-09,14.1,6.0,10.1,0.00,0.00,0.00,8.77,1.13
1964-12-10,12.3,5.4,8.8,0.00,0.00,0.00,7.59,0.94
1964-12-11,13.1,7.4,10.0,0.00,0.00,0.00,6.50,1.00
1964-12-12,14.9,8.5,11.0,0.00,0.00,0.00,7.64,1.06
1964-12-13,14.7,8.1,10.9,0.50,0.50,0.00,6.77,0.94
1964-12-14,14.4,6.5,10.7,0.50,0.50,0.00,8.00,1.03
1964-12-15,15.9,11.3,13.3,4.20,4.20,0.00,7.05,1.02
1964-12-16,15.5,9.8,12.7,2.10,2.10,0.00,7.74,1.05
1964-12-17,14.8,7.6,11.5,0.40,0.40,0.00,6.66,0.93
1964-12-18,15.7,11.2,14.1,9.80,9.80,0.00,6.69,0.89
1964-12-19,13.7,9.1,11.1,4.60,4.60,0.00,7.69,0.97
1964-12-20,14.1,7.1,10.2,0.50,0.50,0.00,7.65,1.01
1964-12-21,13.5,6.3,9.4,0.00,0.00,0.00,8.35,1.06
1964-12-22,14.2,6.2,9.9,0.50,0.50,0.00,6.98,0.95
1964-12-23,15.1,9.9,12.1,4.60,4.60,0.00,6.70,0.92
1964-12-24,12.5,11.0,11.8,24.80,24.80,0.00,3.79,0.52
1964-12-25,13.0,8.6,10.5,6.10,6.10,0.00,6.43,0.76
1964-12-26,11.3,5.4,8.5,0.60,0.60,0.00,7.59,1.32
1964-12-27,9.9,5.1,7.4,0.10,0.10,0.00,7.79,2.32
1964-12-28,12.1,9.9,10.9,12.80,12.80,0.00,4.44,1.39
1964-12-29,12.0,7.4,9.6,3.00,3.00,0.00,4.26,0.76
1964-12-30,10.1,5.1,7.2,0.00,0.00,0.00,9.48,1.43
1964-12-31,11.9,3.3,7.1,0.00,0.00,0.00,7.74,1.05
1965-01-01,13.0,3.0,7.8,0.00,0.00,0.00,8.76,1.13
1965-01-02,11.8,7.6,9.7,3.90,3.90,0.00,1.81,0.45
1965-01-03,10.2,6.3,8.2,0.40,0.40,0.00,8.37,1.29
1965-01-04,9.7,5.7,7.2,0.00,0.00,0.00,9.34,1.69
1965-01-05,10.9,2.7,7.4,0.00,0.00,0.00,5.30,1.46
1965-01-06,12.0,9.9,10.6,15.30,15.30,0.00,4.50,1.68
1965-01-07,12.4,8.9,10.5,3.10,3.10,0.00,8.18,1.24
1965-01-08,12.7,5.9,9.1,0.10,0.10,0.00,7.36,1.06
1965-01-09,12.3,8.1,9.9,0.60,0.60,0.00,7.69,1.16
1965-01-10,12.2,8.0,9.8,0.30,0.30,0.00,9.80,1.59
1965-01-11,12.7,4.8,9.2,1.20,1.20,0.00,8.50,1.29
1965-01-12,12.0,11.0,11.5,16.20,16.20,0.00,1.92,1.00
1965-01-13,13.4,10.3,11.6,11.00,11.00,0.00,7.37,0.96
1965-01-14,13.3,8.9,11.7,7.40,7.40,0.00,6.81,1.04
1965-01-15,12.3,7.6,9.6,0.00,0.00,0.00,7.03,1.22
1965-01-16,10.0,6.5,8.6,0.70,0.70,0.00,6.83,1.27
1965-01-17,12.2,3.9,8.2,0.20,0.20,0.00,7.64,1.14
1965-01-18,12.3,9.6,11.1,1.20,1.20,0.00,4.05,1.01
1965-01-19,12.3,6.1,9.8,17.60,17.60,0.00,6.34,1.61
1965-01-20,11.0,6.3,8.6,10.50,10.50,0.00,6.00,1.53
1965-01-21,11.7,9.5,10.4,8.40,8.40,0.00,7.47,1.17
1965-01-22,12.5,8.7,10.4,0.20,0.20,0.00,7.70,1.56
1965-01-23,12.1,9.0,10.2,2.10,2.10,0.00,8.96,1.46
1965-01-24,13.1,7.4,9.6,0.00,0.00,0.00,11.37,2.23
1965-01-25,12.3,5.9,8.6,0.00,0.00,0.00,10.93,1.43
1965-01-26,12.8,5.3,8.4,0.40,0.40,0.00,7.57,1.16
1965-01-27,13.0,5.1,8.7,0.00,0.00,0.00,10.97,1.40
1965-01-28,14.8,10.1,12.1,3.80,3.80,0.00,6.58,1.00
1965-01-29,14.6,8.5,11.5,3.30,3.30,0.00,10.14,1.31
1965-01-30,15.8,9.6,11.9,0.00,0.00,0.00,11.28,1.52
1965-01-31,19.6,9.2,13.6,0.00,0.00,0.00,10.59,1.67
1965-02-01,18.3,8.2,12.7,0.00,0.00,0.00,11.61,1.82
1965-02-02,14.3,8.4,10.7,0.10,0.10,0.00,8.61,1.52
1965-02-03,11.1,3.3,7.3,0.00,0.00,0.00,12.54,1.66
1965-02-04,10.0,5.2,7.3,2.80,2.80,0.00,8.22,1.13
1965-02-05,9.8,4.8,7.3,3.70,3.70,0.00,11.35,1.86
1965-02-06,7.9,4.4,6.2,11.70,11.70,0.00,8.13,0.97
1965-02-07,10.3,3.0,6.4,0.00,0.00,0.00,13.33,1.75
1965-02-08,10.9,3.2,6.7,0.40,0.40,0.00,10.02,1.44
1965-02-09,8.2,2.9,6.3,0.30,0.30,0.00,11.21,1.87
1965-02-10,9.0,1.8,4.8,0.20,0.20,0.00,12.62,1.89
1965-02-11,10.1,2.2,5.8,0.00,0.00,0.00,12.87,1.90
1965-02-12,11.2,2.7,6.4,0.00,0.00,0.00,13.54,1.85
1965-02-13,10.7,2.3,6.4,1.10,1.10,0.00,11.20,1.52
1965-02-14,10.3,6.3,8.2,3.10,3.10,0.00,8.83,1.51
1965-02-15,10.7,6.0,7.6,2.30,2.30,0.00,12.34,2.05
1965-02-16,8.5,3.0,5.5,0.80,0.80,0.00,13.21,1.96
1965-02-17,7.9,1.0,4.2,0.70,0.70,0.00,13.09,1.41
1965-02-18,8.2,1.5,4.6,0.90,0.90,0.00,8.45,1.14
1965-02-19,9.2,0.0,4.5,0.00,0.00,0.00,15.24,1.81
1965-02-20,10.5,0.3,5.2,0.00,0.00,0.00,14.84,1.89
1965-02-21,10.8,2.4,6.4,4.00,4.00,0.00,13.19,1.52
1965-02-22,12.8,2.2,7.2,0.00,0.00,0.00,15.31,2.04
1965-02-23,13.4,6.7,9.5,0.30,0.30,0.00,14.72,1.93
1965-02-24,13.8,7.0,9.9,7.90,7.90,0.00,6.83,1.14
1965-02-25,13.4,4.2,9.0,0.50,0.50,0.00,13.86,1.88
1965-02-26,13.6,4.7,9.1,2.00,2.00,0.00,12.59,1.83
1965-02-27,13.2,6.8,9.7,0.60,0.60,0.00,14.19,1.91
1965-02-28,14.5,7.2,10.5,0.00,0.00,0.00,14.54,2.10
1965-03-01,15.2,7.4,11.0,2.90,2.90,0.00,4.78,0.89
1965-03-02,14.4,9.7,12.4,5.40,5.40,0.00,11.08,1.63
1965-03-03,10.6,6.5,9.2,3.70,3.70,0.00,13.55,2.05
1965-03-04,12.4,5.9,9.2,0.50,0.50,0.00,12.42,2.29
1965-03-05,13.7,9.5,11.2,3.10,3.10,0.00,13.08,1.88
1965-03-06,12.7,6.2,9.5,1.20,1.20,0.00,15.54,2.03
1965-03-07,12.8,4.7,8.9,1.20,1.20,0.00,16.38,2.22
1965-03-08,12.4,4.8,8.2,0.30,0.30,0.00,17.30,2.30
1965-03-09,12.5,2.9,7.7,0.20,0.20,0.00,16.96,2.19
1965-03-10,12.2,3.0,8.0,0.30,0.30,0.00,17.09,2.39
1965-03-11,12.3,4.7,8.9,0.60,0.60,0.00,16.15,2.71
1965-03-12,12.5,9.6,10.8,8.40,8.40,0.00,11.51,1.58
1965-03-13,13.4,11.0,12.1,1.60,1.60,0.00,13.28,1.69
1965-03-14,13.0,11.6,12.2,10.60,10.60,0.00,5.48,0.78
1965-03-15,13.6,10.3,12.1,13.50,13.50,0.00,8.50,1.34
1965-03-16,15.4,8.2,11.8,0.40,0.40,0.00,15.91,2.21
1965-03-17,16.0,9.5,12.4,1.70,1.70,0.00,18.86,2.59
1965-03-18,14.1,7.6,10.8,8.00,8.00,0.00,14.22,2.15
1965-03-19,12.6,9.5,10.6,9.60,9.60,0.00,15.38,2.07
1965-03-20,15.5,7.0,11.0,0.00,0.00,0.00,18.77,2.59
1965-03-21,16.8,7.4,11.6,0.00,0.00,0.00,19.91,2.81
1965-03-22,20.2,6.7,12.9,0.00,0.00,0.00,21.20,3.39
1965-03-23,20.5,8.0,13.5,0.00,0.00,0.00,18.48,3.02
1965-03-24,18.2,10.6,13.8,0.00,0.00,0.00,21.00,3.29
1965-03-25,17.6,10.5,13.5,0.00,0.00,0.00,21.01,3.43
1965-03-26,18.0,9.5,13.1,0.00,0.00,0.00,22.29,3.62
1965-03-27,18.6,11.3,14.4,0.00,0.00,0.00,21.70,3.68
1965-03-28,19.6,7.4,13.4,0.00,0.00,0.00,20.32,3.27
1965-03-29,18.2,6.7,12.8,0.00,0.00,0.00,22.16,3.42
1965-03-30,20.1,7.6,13.8,0.00,0.00,0.00,20.94,3.43
1965-03-31,20.1,7.3,13.8,0.00,0.00,0.00,22.17,3.74
1965-04-01,19.0,8.3,13.5,0.00,0.00,0.00,22.02,3.43
1965-04-02,16.9,8.3,12.5,0.00,0.00,0.00,22.25,3.08
1965-04-03,16.7,8.9,12.5,0.00,0.00,0.00,23.70,3.38
1965-04-04,16.3,5.7,11.5,0.00,0.00,0.00,23.73,3.37
1965-04-05,13.4,10.1,11.8,5.40,5.40,0.00,16.56,2.26
1965-04-06,17.9,11.6,14.2,3.50,3.50,0.00,18.41,2.79
1965-04-07,17.5,8.1,13.0,0.10,0.10,0.00,18.17,2.79
1965-04-08,17.5,9.2,13.3,1.50,1.50,0.00,14.44,2.41
1965-04-09,15.4,10.5,12.6,2.70,2.70,0.00,17.04,2.47
1965-04-10,17.0,10.2,13.5,0.50,0.50,0.00,21.15,3.25
1965-04-11,18.8,10.5,14.1,0.50,0.50,0.00,21.61,3.33
1965-04-12,15.1,11.0,12.8,0.20,0.20,0.00,18.82,3.28
1965-04-13,15.5,11.4,13.2,1.30,1.30,0.00,20.55,3.32
1965-04-14,16.1,10.6,13.1,0.00,0.00,0.00,24.22,3.78
1965-04-15,16.9,9.0,12.7,0.40,0.40,0.00,22.67,3.72
1965-04-16,15.5,9.1,12.3,3.70,3.70,0.00,14.97,2.05
1965-04-17,18.8,11.5,14.5,0.20,0.20,0.00,22.13,3.41
1965-04-18,17.5,10.2,13.5,0.00,0.00,0.00,21.10,3.34
1965-04-19,16.5,11.4,13.4,0.00,0.00,0.00,24.56,4.08
1965-04-20,12.8,9.1,10.8,2.70,2.70,0.00,15.71,2.68
1965-04-21,13.4,8.4,10.6,2.10,2.10,0.00,23.33,3.65
1965-04-22,14.4,9.8,11.5,0.40,0.40,0.00,21.96,3.48
1965-04-23,14.3,7.3,11.0,2.10,2.10,0.00,21.00,2.94
1965-04-24,16.2,9.8,12.6,0.30,0.30,0.00,23.98,3.73
1965-04-25,17.6,6.7,12.5,0.50,0.50,0.00,23.61,3.73
1965-04-26,17.9,9.4,13.4,1.70,1.70,0.00,22.16,3.55
1965-04-27,17.4,11.3,14.3,0.30,0.30,0.00,24.93,3.83
1965-04-28,15.7,9.2,12.7,3.30,3.30,0.00,18.72,2.86
1965-04-29,18.3,8.8,13.2,0.00,0.00,0.00,26.45,4.15
1965-04-30,19.4,7.3,13.7,0.00,0.00,0.00,25.97,4.26
1965-05-01,18.5,9.7,14.1,0.00,0.00,0.00,25.74,3.85
1965-05-02,17.5,12.6,14.5,2.50,2.50,0.00,19.33,2.56
1965-05-03,19.5,11.6,15.0,0.00,0.00,0.00,23.09,3.73
1965-05-04,20.9,11.0,15.8,0.00,0.00,0.00,24.09,4.06
1965-05-05,20.5,10.4,15.1,0.00,0.00,0.00,25.36,4.54
1965-05-06,18.1,12.9,15.1,0.00,0.00,0.00,26.33,4.65
1965-05-07,20.0,12.3,15.6,0.00,0.00,0.00,26.02,4.43
1965-05-08,23.5,11.2,16.8,0.00,0.00,0.00,26.81,4.79
1965-05-09,25.4,13.0,18.4,0.00,0.00,0.00,26.45,5.08
1965-05-10,24.0,12.9,18.0,0.00,0.00,0.00,26.74,5.15
1965-05-11,23.6,13.9,18.6,0.00,0.00,0.00,26.39,5.21
1965-05-12,23.4,12.3,18.0,0.00,0.00,0.00,25.79,4.67
1965-05-13,23.8,10.8,17.9,0.00,0.00,0.00,27.88,5.22
1965-05-14,24.2,12.9,18.4,0.00,0.00,0.00,27.65,5.11
1965-05-15,24.9,11.5,18.8,0.00,0.00,0.00,27.73,5.27
1965-05-16,26.4,12.0,19.4,0.00,0.00,0.00,28.06,5.39
1965-05-17,27.2,13.2,20.4,0.00,0.00,0.00,27.75,5.64
1965-05-18,28.5,14.5,21.7,0.00,0.00,0.00,27.44,5.85
1965-05-19,24.2,15.9,19.7,0.00,0.00,0.00,26.55,5.38
1965-05-20,20.0,12.8,16.5,3.10,3.10,0.00,11.37,2.71
1965-05-21,20.8,13.3,16.5,1.00,1.00,0.00,25.72,4.68
1965-05-22,20.6,13.9,16.9,0.00,0.00,0.00,26.01,4.75
1965-05-23,22.6,10.9,16.9,0.00,0.00,0.00,27.24,4.82
1965-05-24,23.4,12.2,18.1,0.00,0.00,0.00,27.33,4.71
1965-05-25,25.9,12.7,19.7,0.00,0.00,0.00,27.74,5.18
1965-05-26,25.3,13.5,19.8,0.00,0.00,0.00,27.04,5.30
1965-05-27,24.7,13.2,18.5,0.00,0.00,0.00,25.11,5.02
1965-05-28,20.8,15.1,17.7,0.50,0.50,0.00,20.28,3.97
1965-05-29,23.1,13.6,18.5,0.60,0.60,0.00,26.56,4.61
1965-05-30,24.1,12.1,18.7,2.00,2.00,0.00,24.11,4.44
1965-05-31,21.5,13.9,17.5,0.00,0.00,0.00,26.29,4.74
1965-06-01,23.2,11.6,17.6,0.00,0.00,0.00,28.33,4.98
1965-06-02,22.9,13.0,17.9,0.00,0.00,0.00,22.84,4.40
1965-06-03,27.5,16.3,21.1,0.20,0.20,0.00,25.10,5.08
1965-06-04,24.5,15.9,19.6,0.00,0.00,0.00,26.94,5.16
1965-06-05,20.2,15.1,17.0,1.60,1.60,0.00,22.49,4.07
1965-06-06,24.5,14.0,19.3,0.00,0.00,0.00,26.95,4.91
1965-06-07,27.2,14.1,21.1,1.20,1.20,0.00,27.19,5.72
1965-06-08,24.7,16.0,20.0,1.00,1.00,0.00,26.07,5.11
1965-06-09,21.5,14.3,17.8,0.00,0.00,0.00,27.52,5.15
1965-06-10,21.5,14.7,17.7,0.10,0.10,0.00,26.88,5.20
1965-06-11,21.7,16.0,18.6,0.70,0.70,0.00,19.67,4.30
1965-06-12,25.4,14.8,19.9,0.00,0.00,0.00,25.73,5.26
1965-06-13,27.2,14.7,21.0,0.00,0.00,0.00,28.27,5.97
1965-06-14,28.1,16.0,22.1,0.00,0.00,0.00,26.86,6.05
1965-06-15,28.0,16.1,22.2,0.00,0.00,0.00,27.95,5.60
1965-06-16,28.4,15.6,22.4,0.00,0.00,0.00,27.82,5.66
1965-06-17,30.0,16.3,22.9,0.00,0.00,0.00,26.11,6.35
1965-06-18,29.4,18.2,23.3,0.00,0.00,0.00,28.23,6.45
1965-06-19,29.1,17.5,23.7,0.00,0.00,0.00,27.94,5.76
1965-06-20,28.7,16.8,23.3,0.00,0.00,0.00,28.57,5.73
1965-06-21,28.9,17.0,23.2,0.00,0.00,0.00,29.04,6.01
1965-06-22,29.9,16.1,23.5,0.00,0.00,0.00,28.65,6.21
1965-06-23,30.8,17.1,24.5,0.00,0.00,0.00,28.83,6.48
1965-06-24,31.6,17.7,25.2,0.00,0.00,0.00,28.85,6.79
1965-06-25,33.3,20.1,27.0,0.00,0.00,0.00,28.69,7.21
1965-06-26,33.5,22.7,28.5,0.00,0.00,0.00,28.45,6.76
1965-06-27,33.4,21.0,27.8,0.00,0.00,0.00,28.36,6.18
1965-06-28,35.3,20.1,29.0,0.00,0.00,0.00,28.53,7.03
1965-06-29,34.4,20.8,27.9,0.00,0.00,0.00,27.53,6.72
1965-06-30,32.3,21.3,27.3,0.10,0.10,0.00,27.32,5.82
1965-07-01,33.1,22.5,27.6,0.00,0.00,0.00,27.83,6.05
1965-07-02,33.1,20.7,27.5,0.00,0.00,0.00,26.60,6.02
1965-07-03,36.3,22.4,29.9,0.00,0.00,0.00,24.73,6.14
1965-07-04,35.4,23.6,30.1,0.00,0.00,0.00,27.08,7.90
1965-07-05,30.1,21.5,25.7,0.00,0.00,0.00,25.56,6.41
1965-07-06,26.9,19.0,22.7,0.00,0.00,0.00,28.09,6.47
1965-07-07,29.0,17.4,23.7,0.00,0.00,0.00,27.43,6.12
1965-07-08,34.1,20.7,26.0,0.00,0.00,0.00,26.92,6.62
1965-07-09,27.7,19.0,23.0,0.00,0.00,0.00,27.34,6.86
1965-07-10,28.4,17.0,22.3,0.00,0.00,0.00,28.34,6.70
1965-07-11,28.8,17.3,22.6,0.00,0.00,0.00,25.31,5.34
1965-07-12,28.7,17.2,23.1,0.00,0.00,0.00,28.52,5.62
1965-07-13,29.0,19.3,24.0,0.00,0.00,0.00,28.21,5.93
1965-07-14,29.4,17.0,23.6,0.00,0.00,0.00,27.89,6.14
1965-07-15,29.3,19.0,24.0,0.00,0.00,0.00,23.86,5.50
1965-07-16,35.0,20.7,27.5,0.90,0.90,0.00,26.33,6.90
1965-07-17,32.0,21.4,26.3,0.00,0.00,0.00,21.36,5.42
1965-07-18,31.2,21.0,26.0,0.00,0.00,0.00,27.05,6.01
1965-07-19,30.3,20.7,25.6,0.00,0.00,0.00,24.99,5.16
1965-07-20,30.7,20.5,25.7,0.00,0.00,0.00,26.86,5.76
1965-07-21,32.1,18.8,25.5,0.00,0.00,0.00,27.72,5.93
1965-07-22,31.0,19.2,25.6,0.00,0.00,0.00,24.14,5.42
1965-07-23,32.8,19.8,26.0,0.00,0.00,0.00,27.67,5.96
1965-07-24,32.3,19.6,26.2,0.00,0.00,0.00,25.77,6.04
1965-07-25,34.9,21.4,28.0,0.00,0.00,0.00,26.92,6.50
1965-07-26,34.9,23.1,28.4,0.00,0.00,0.00,24.90,6.54
1965-07-27,29.2,21.2,24.6,0.00,0.00,0.00,25.83,7.38
1965-07-28,29.0,17.9,23.2,0.10,0.10,0.00,24.26,5.37
1965-07-29,29.7,18.4,24.0,0.20,0.20,0.00,27.13,6.27
1965-07-30,33.0,19.4,25.9,0.00,0.00,0.00,27.42,6.32
1965-07-31,33.0,19.6,27.3,0.00,0.00,0.00,26.69,6.31
1965-08-01,32.7,21.7,26.3,0.00,0.00,0.00,26.10,6.88
1965-08-02,27.8,19.9,23.3,0.00,0.00,0.00,26.46,6.66
1965-08-03,31.3,19.2,24.7,0.00,0.00,0.00,26.18,6.12
1965-08-04,32.4,19.9,25.6,0.00,0.00,0.00,26.40,6.00
1965-08-05,30.9,18.9,24.8,0.00,0.00,0.00,26.13,5.33
1965-08-06,31.1,21.1,25.9,0.00,0.00,0.00,26.11,5.79
1965-08-07,32.0,19.2,25.9,0.00,0.00,0.00,26.42,6.53
1965-08-08,31.0,20.1,25.7,0.00,0.00,0.00,25.93,5.82
1965-08-09,32.1,20.5,26.6,0.00,0.00,0.00,24.30,5.60
1965-08-10,32.8,21.2,26.6,0.00,0.00,0.00,25.89,6.68
1965-08-11,33.9,21.0,27.0,0.00,0.00,0.00,25.87,6.74
1965-08-12,31.5,20.9,26.0,0.00,0.00,0.00,25.77,5.56
1965-08-13,30.7,19.4,25.1,0.00,0.00,0.00,25.24,5.89
1965-08-14,32.6,21.4,25.8,0.00,0.00,0.00,23.13,5.73
1965-08-15,27.2,20.3,23.2,0.00,0.00,0.00,24.80,6.08
1965-08-16,29.8,19.3,24.1,0.00,0.00,0.00,23.57,5.79
1965-08-17,30.2,19.6,24.9,0.00,0.00,0.00,24.00,5.07
1965-08-18,29.7,20.1,25.0,0.40,0.40,0.00,22.92,4.68
1965-08-19,29.3,21.0,24.4,1.20,1.20,0.00,22.45,4.38
1965-08-20,27.7,19.6,24.0,2.10,2.10,0.00,22.00,4.67
1965-08-21,29.8,19.6,24.8,0.00,0.00,0.00,23.19,5.11
1965-08-22,28.1,19.3,24.0,0.00,0.00,0.00,23.97,4.73
1965-08-23,30.0,21.2,25.4,0.00,0.00,0.00,21.63,4.78
1965-08-24,25.6,19.7,22.3,3.40,3.40,0.00,19.91,4.95
1965-08-25,25.2,19.8,22.2,0.00,0.00,0.00,18.60,5.57
1965-08-26,25.0,19.7,21.9,0.00,0.00,0.00,21.61,5.49
1965-08-27,27.6,18.8,22.7,0.00,0.00,0.00,21.92,5.70
1965-08-28,28.2,18.7,22.9,0.00,0.00,0.00,20.73,4.96
1965-08-29,28.7,19.3,23.5,0.50,0.50,0.00,18.62,4.67
1965-08-30,27.6,18.1,22.9,0.00,0.00,0.00,20.21,3.89
1965-08-31,26.8,18.8,22.7,0.00,0.00,0.00,22.01,4.43
1965-09-01,26.4,19.0,22.7,12.30,12.30,0.00,12.10,2.94
1965-09-02,23.7,17.3,19.9,13.00,13.00,0.00,12.01,2.45
1965-09-03,22.1,16.6,18.7,6.80,6.80,0.00,11.34,2.28
1965-09-04,24.5,14.4,19.6,0.00,0.00,0.00,23.05,4.17
1965-09-05,25.7,18.9,21.6,3.10,3.10,0.00,16.98,3.10
1965-09-06,22.5,17.6,19.7,0.90,0.90,0.00,20.02,3.80
1965-09-07,25.6,18.1,21.3,0.00,0.00,0.00,20.07,4.33
1965-09-08,26.9,16.3,21.3,0.00,0.00,0.00,21.47,4.14
1965-09-09,28.3,18.9,23.2,0.00,0.00,0.00,20.75,4.07
1965-09-10,26.2,19.0,22.5,1.20,1.20,0.00,11.48,2.56
1965-09-11,23.0,19.2,20.7,46.00,46.00,0.00,12.12,2.56
1965-09-12,22.7,16.4,19.0,0.00,0.00,0.00,20.17,4.24
1965-09-13,22.4,16.3,19.1,0.10,0.10,0.00,17.16,3.56
1965-09-14,25.2,15.9,20.3,0.50,0.50,0.00,17.97,3.39
1965-09-15,25.3,16.6,20.6,0.00,0.00,0.00,19.21,3.53
1965-09-16,25.1,17.1,20.7,0.00,0.00,0.00,18.45,3.30
1965-09-17,24.9,17.0,20.9,0.00,0.00,0.00,17.47,3.18
1965-09-18,24.6,17.6,20.7,0.00,0.00,0.00,18.70,3.42
1965-09-19,26.0,16.4,21.0,0.30,0.30,0.00,18.23,3.61
1965-09-20,24.9,16.7,20.5,0.00,0.00,0.00,18.48,3.68
1965-09-21,23.5,14.9,19.1,0.00,0.00,0.00,15.67,3.63
1965-09-22,23.7,17.3,20.1,0.00,0.00,0.00,14.63,2.96
1965-09-23,24.7,15.9,20.3,0.10,0.10,0.00,17.86,3.27
1965-09-24,23.7,15.5,19.8,0.00,0.00,0.00,17.83,3.33
1965-09-25,24.1,18.2,20.9,0.10,0.10,0.00,17.22,3.05
1965-09-26,21.7,18.7,20.5,5.50,5.50,0.00,10.60,2.12
1965-09-27,24.9,17.4,20.9,0.30,0.30,0.00,18.05,3.44
1965-09-28,23.2,17.8,20.3,7.50,7.50,0.00,12.11,2.95
1965-09-29,23.7,15.9,19.4,0.00,0.00,0.00,15.57,3.23
1965-09-30,24.8,15.2,19.9,0.00,0.00,0.00,17.12,3.26
1965-10-01,25.0,19.1,21.6,0.60,0.60,0.00,14.23,2.63
1965-10-02,25.8,17.0,21.1,0.30,0.30,0.00,16.83,3.04
1965-10-03,24.6,18.7,21.1,0.00,0.00,0.00,15.56,2.91
1965-10-04,24.5,17.0,20.5,0.00,0.00,0.00,16.39,3.07
1965-10-05,24.1,18.8,20.9,0.00,0.00,0.00,16.01,2.93
1965-10-06,23.6,18.7,20.6,0.40,0.40,0.00,14.74,2.80
1965-10-07,23.7,17.6,20.4,0.80,0.80,0.00,14.95,3.08
1965-10-08,23.2,18.8,20.8,0.70,0.70,0.00,13.61,2.45
1965-10-09,23.4,18.9,21.0,1.20,1.20,0.00,11.42,2.09
1965-10-10,22.0,17.9,19.6,3.60,3.60,0.00,12.67,2.16
1965-10-11,23.2,16.2,19.3,0.90,0.90,0.00,13.60,2.39
1965-10-12,21.4,14.5,17.6,11.70,11.70,0.00,10.72,1.95
1965-10-13,21.6,14.8,17.8,0.40,0.40,0.00,13.51,2.56
1965-10-14,21.7,12.7,17.4,0.00,0.00,0.00,15.84,2.94
1965-10-15,20.5,17.9,19.0,2.30,2.30,0.00,9.42,2.31
1965-10-16,21.5,18.1,19.6,3.50,3.50,0.00,12.97,2.63
1965-10-17,20.7,17.1,19.0,8.50,8.50,0.00,10.21,1.71
1965-10-18,20.8,16.3,18.1,17.60,17.60,0.00,11.37,1.73
1965-10-19,22.9,15.7,18.6,3.50,3.50,0.00,14.48,2.50
1965-10-20,22.5,15.6,18.8,3.80,3.80,0.00,12.32,2.16
1965-10-21,20.1,15.7,17.5,9.70,9.70,0.00,8.58,1.53
1965-10-22,18.4,13.8,15.9,8.50,8.50,0.00,9.41,1.55
