time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
1940-01-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1940-01-02,10.5,5.9,8.0,0.10,0.10,0.00,4.75,0.86
1940-01-03,12.3,8.4,10.4,0.40,0.40,0.00,4.99,1.24
1940-01-04,15.2,11.5,12.9,8.60,8.60,0.00,4.99,0.69
1940-01-05,14.6,10.4,12.3,1.90,1.90,0.00,8.30,1.13
1940-01-06,13.8,9.5,11.1,0.10,0.10,0.00,7.81,1.16
1940-01-07,12.3,6.7,9.2,0.00,0.00,0.00,8.96,1.11
1940-01-08,12.8,5.0,8.5,0.00,0.00,0.00,8.54,1.16
1940-01-09,11.3,7.5,9.3,2.90,2.90,0.00,2.71,0.60
1940-01-10,10.1,5.5,8.1,0.50,0.50,0.00,7.32,1.16
1940-01-11,7.8,2.3,5.1,5.70,5.70,0.00,4.92,0.67
1940-01-12,10.7,4.4,7.4,0.00,0.00,0.00,9.24,1.33
1940-01-13,12.4,9.1,10.5,0.30,0.30,0.00,6.49,1.61
1940-01-14,11.7,10.2,10.8,12.30,12.30,0.00,2.69,0.61
1940-01-15,12.1,9.0,10.6,8.00,8.00,0.00,5.46,0.89
1940-01-16,11.4,7.9,9.3,0.00,0.00,0.00,9.83,1.83
1940-01-17,10.2,7.0,8.4,4.60,4.60,0.00,7.48,1.09
1940-01-18,7.4,1.9,3.4,3.20,3.00,0.14,9.90,1.27
1940-01-19,6.8,1.9,4.2,1.90,1.50,0.28,9.22,1.91
1940-01-20,9.5,4.0,5.9,5.30,5.20,0.07,8.37,1.13
1940-01-21,7.3,2.7,4.9,0.30,0.30,0.00,8.37,1.68
1940-01-22,11.9,4.3,7.9,5.90,5.90,0.00,5.55,1.08
1940-01-23,9.0,4.9,6.5,11.50,11.50,0.00,3.82,0.72
1940-01-24,8.6,6.2,6.9,2.70,2.70,0.00,5.59,1.20
1940-01-25,10.7,4.7,7.5,0.00,0.00,0.00,6.77,1.22
1940-01-26,11.8,7.3,9.2,0.00,0.00,0.00,8.71,1.56
1940-01-27,12.4,4.9,8.5,0.00,0.00,0.00,10.50,1.40
1940-01-28,13.5,7.7,10.9,1.00,1.00,0.00,9.33,1.38
1940-01-29,12.5,8.1,9.8,0.60,0.60,0.00,6.62,0.98
1940-01-30,12.4,9.1,10.2,8.70,8.70,0.00,5.45,0.80
1940-01-31,13.0,6.3,9.9,0.30,0.30,0.00,9.34,1.25
1940-02-01,15.7,9.2,12.1,0.00,0.00,0.00,8.35,1.26
1940-02-02,14.8,9.6,11.7,0.00,0.00,0.00,9.26,1.25
1940-02-03,16.4,7.4,11.0,0.00,0.00,0.00,12.35,1.75
1940-02-04,14.3,9.0,11.5,1.60,1.60,0.00,9.14,1.32
1940-02-05,14.0,11.0,12.3,5.70,5.70,0.00,6.97,1.02
1940-02-06,14.3,10.5,12.2,2.00,2.00,0.00,8.96,1.20
1940-02-07,15.0,8.6,11.0,0.00,0.00,0.00,10.96,1.53
1940-02-08,14.6,8.5,10.9,0.00,0.00,0.00,10.25,1.39
1940-02-09,14.9,8.5,11.5,0.00,0.00,0.00,12.25,1.58
1940-02-10,14.5,10.3,12.2,0.00,0.00,0.00,10.60,1.61
1940-02-11,12.5,9.6,10.9,0.00,0.00,0.00,11.35,1.91
1940-02-12,13.6,9.1,10.9,0.00,0.00,0.00,10.74,1.64
1940-02-13,12.5,5.8,9.8,0.00,0.00,0.00,10.13,1.80
1940-02-14,5.2,2.7,3.7,0.30,0.30,0.00,8.94,1.73
1940-02-15,7.4,2.3,4.4,0.20,0.20,0.00,12.95,1.96
1940-02-16,8.4,3.9,5.9,0.40,0.40,0.00,12.41,2.21
1940-02-17,13.2,6.5,9.9,2.60,2.60,0.00,7.33,2.19
1940-02-18,11.3,7.4,10.0,9.90,9.90,0.00,12.69,1.67
1940-02-19,13.8,6.1,9.9,0.00,0.00,0.00,12.26,1.98
1940-02-20,15.4,10.3,12.5,0.00,0.00,0.00,13.63,2.17
1940-02-21,14.4,6.4,10.0,0.00,0.00,0.00,13.72,1.96
1940-02-22,11.3,5.4,7.8,0.00,0.00,0.00,15.71,2.12
1940-02-23,11.9,4.9,8.0,0.00,0.00,0.00,16.27,2.05
1940-02-24,13.0,6.7,9.8,0.00,0.00,0.00,15.38,2.09
1940-02-25,14.7,9.2,11.5,0.00,0.00,0.00,15.34,2.13
1940-02-26,14.7,10.2,12.1,0.40,0.40,0.00,11.42,1.62
1940-02-27,14.6,8.4,11.2,0.90,0.90,0.00,14.44,2.01
1940-02-28,13.0,9.1,10.6,0.00,0.00,0.00,14.71,2.01
1940-02-29,14.2,9.5,11.7,0.00,0.00,0.00,15.73,2.10
1940-03-01,14.5,11.2,12.6,0.00,0.00,0.00,13.47,1.94
1940-03-02,14.7,10.1,12.5,0.50,0.50,0.00,10.45,1.66
1940-03-03,13.6,9.0,10.9,0.10,0.10,0.00,11.26,1.69
1940-03-04,13.9,7.2,10.7,0.80,0.80,0.00,11.80,1.70
1940-03-05,14.1,7.0,10.3,0.40,0.40,0.00,13.57,1.98
1940-03-06,12.9,6.8,10.6,0.00,0.00,0.00,16.84,2.79
1940-03-07,8.9,4.5,6.9,1.50,1.50,0.00,15.81,2.76
1940-03-08,10.6,2.6,6.7,0.00,0.00,0.00,18.58,2.48
1940-03-09,8.8,4.7,6.6,0.90,0.90,0.00,11.86,1.68
1940-03-10,11.3,3.9,7.5,0.00,0.00,0.00,19.01,2.64
1940-03-11,15.2,6.7,10.4,0.00,0.00,0.00,17.98,2.48
1940-03-12,16.5,7.2,11.2,0.60,0.60,0.00,13.20,1.97
1940-03-13,17.9,7.5,12.4,0.00,0.00,0.00,12.28,1.99
1940-03-14,17.9,10.2,13.7,0.00,0.00,0.00,16.62,2.27
1940-03-15,17.1,10.0,13.3,0.00,0.00,0.00,17.30,2.80
1940-03-16,15.4,8.5,12.0,0.80,0.80,0.00,19.13,2.91
1940-03-17,16.3,6.4,10.7,0.00,0.00,0.00,20.53,3.10
1940-03-18,17.7,8.2,12.2,0.00,0.00,0.00,18.04,2.78
1940-03-19,17.1,8.1,12.0,0.00,0.00,0.00,18.99,2.96
1940-03-20,19.8,7.9,13.1,0.00,0.00,0.00,20.21,3.68
1940-03-21,18.2,8.4,12.7,0.00,0.00,0.00,21.19,3.42
1940-03-22,17.0,5.2,11.4,0.00,0.00,0.00,20.49,3.03
1940-03-23,20.4,9.6,14.1,0.00,0.00,0.00,20.76,3.30
1940-03-24,21.2,8.8,14.2,0.00,0.00,0.00,20.73,3.54
1940-03-25,18.0,11.4,14.3,0.00,0.00,0.00,14.78,2.35
1940-03-26,17.6,11.1,14.0,0.20,0.20,0.00,15.04,2.43
1940-03-27,18.8,10.0,13.8,0.00,0.00,0.00,22.05,3.55
1940-03-28,16.9,9.2,12.3,0.30,0.30,0.00,19.06,3.25
1940-03-29,11.0,8.2,9.3,2.00,2.00,0.00,20.99,3.48
1940-03-30,14.4,6.0,9.9,0.70,0.70,0.00,22.60,3.88
1940-03-31,15.1,7.0,10.8,0.90,0.90,0.00,20.61,3.51
1940-04-01,14.8,4.4,9.7,0.00,0.00,0.00,22.23,3.51
1940-04-02,16.7,6.1,11.1,0.00,0.00,0.00,22.74,3.65
1940-04-03,16.7,6.2,11.7,0.00,0.00,0.00,21.46,3.34
1940-04-04,17.3,11.0,13.6,0.00,0.00,0.00,22.50,3.59
1940-04-05,18.8,12.7,15.2,0.00,0.00,0.00,21.38,4.10
1940-04-06,17.5,10.1,13.7,0.50,0.50,0.00,21.99,4.06
1940-04-07,16.2,8.7,12.0,0.40,0.40,0.00,18.99,3.12
1940-04-08,17.2,8.1,12.2,1.70,1.70,0.00,23.82,3.78
1940-04-09,16.7,9.6,12.7,0.00,0.00,0.00,20.89,3.70
1940-04-10,14.4,7.2,10.8,4.80,4.80,0.00,14.21,2.22
1940-04-11,14.2,8.8,11.2,5.60,5.60,0.00,13.41,2.20
1940-04-12,16.4,7.2,11.6,0.10,0.10,0.00,25.10,3.99
1940-04-13,13.6,7.0,10.6,1.70,1.70,0.00,19.83,2.99
1940-04-14,15.1,7.3,11.0,3.60,3.60,0.00,22.62,3.24
1940-04-15,16.1,8.0,12.0,0.20,0.20,0.00,21.96,3.42
1940-04-16,17.7,6.7,12.6,0.00,0.00,0.00,25.07,3.46
1940-04-17,23.4,11.8,16.9,0.00,0.00,0.00,25.20,4.64
1940-04-18,19.3,13.8,16.2,0.10,0.10,0.00,22.41,3.61
1940-04-19,21.3,11.0,16.1,0.10,0.10,0.00,21.83,3.96
1940-04-20,21.1,11.3,15.6,0.00,0.00,0.00,24.45,4.42
1940-04-21,21.6,9.1,15.5,0.00,0.00,0.00,25.08,4.35
1940-04-22,21.6,10.6,16.0,0.00,0.00,0.00,26.23,4.69
1940-04-23,23.2,11.7,17.0,0.00,0.00,0.00,26.48,5.39
1940-04-24,23.7,14.7,18.1,0.00,0.00,0.00,23.58,4.66
1940-04-25,19.9,13.1,15.9,0.70,0.70,0.00,21.78,3.95
1940-04-26,21.3,10.2,15.6,0.00,0.00,0.00,26.84,4.75
1940-04-27,23.1,12.3,17.1,0.30,0.30,0.00,23.75,4.42
1940-04-28,23.0,12.1,17.1,0.40,0.40,0.00,24.87,4.62
1940-04-29,21.9,12.5,16.8,0.00,0.00,0.00,25.88,4.60
1940-04-30,23.0,11.4,17.3,0.00,0.00,0.00,24.78,4.64
1940-05-01,22.8,12.9,17.2,0.40,0.40,0.00,20.19,3.83
1940-05-02,22.1,13.7,17.4,0.30,0.30,0.00,17.16,3.28
1940-05-03,22.0,14.0,17.5,0.30,0.30,0.00,25.63,4.72
1940-05-04,15.3,13.0,14.1,11.60,11.60,0.00,6.58,1.48
1940-05-05,17.8,13.7,15.6,1.70,1.70,0.00,20.19,3.36
1940-05-06,19.6,14.1,16.4,0.00,0.00,0.00,26.65,4.51
1940-05-07,21.9,12.8,16.8,0.00,0.00,0.00,27.35,4.84
1940-05-08,22.4,11.1,17.0,0.00,0.00,0.00,26.64,4.58
1940-05-09,23.2,11.9,17.7,0.00,0.00,0.00,26.98,5.04
1940-05-10,22.0,13.6,17.7,0.00,0.00,0.00,27.19,4.94
1940-05-11,21.5,14.4,17.7,0.00,0.00,0.00,16.56,3.75
1940-05-12,23.5,11.7,18.0,0.00,0.00,0.00,26.96,5.09
1940-05-13,24.6,12.7,18.7,0.00,0.00,0.00,27.68,5.41
1940-05-14,23.4,12.1,17.9,0.00,0.00,0.00,25.91,4.75
1940-05-15,20.3,14.2,16.9,3.10,3.10,0.00,13.88,2.59
1940-05-16,20.2,14.8,17.0,5.20,5.20,0.00,20.74,3.33
1940-05-17,20.2,13.2,16.3,0.70,0.70,0.00,24.48,4.39
1940-05-18,18.9,14.7,16.4,0.00,0.00,0.00,25.50,5.24
1940-05-19,21.1,13.9,17.3,0.10,0.10,0.00,26.50,4.99
1940-05-20,24.0,11.3,18.0,0.00,0.00,0.00,28.53,5.15
1940-05-21,23.5,13.1,18.3,0.00,0.00,0.00,28.39,5.31
1940-05-22,24.3,15.1,19.2,0.00,0.00,0.00,27.14,5.14
1940-05-23,23.7,14.4,18.7,0.00,0.00,0.00,26.81,5.10
1940-05-24,24.4,14.7,19.4,0.00,0.00,0.00,26.78,5.15
1940-05-25,26.3,13.7,20.5,0.00,0.00,0.00,27.91,5.37
1940-05-26,26.6,15.0,21.3,0.00,0.00,0.00,28.60,6.14
1940-05-27,27.6,15.3,21.5,0.00,0.00,0.00,29.35,6.51
1940-05-28,30.2,15.4,22.9,0.00,0.00,0.00,28.96,6.32
1940-05-29,28.7,16.3,23.0,0.00,0.00,0.00,25.94,5.94
1940-05-30,24.4,16.5,20.1,0.00,0.00,0.00,28.40,6.15
1940-05-31,23.2,16.3,19.4,0.00,0.00,0.00,28.40,5.95
1940-06-01,24.2,15.1,19.4,0.00,0.00,0.00,29.12,5.76
1940-06-02,24.8,14.8,19.7,0.30,0.30,0.00,25.94,4.86
1940-06-03,24.3,14.4,19.4,0.10,0.10,0.00,26.07,5.12
1940-06-04,25.6,14.4,20.1,0.10,0.10,0.00,27.22,5.10
1940-06-05,27.4,14.7,21.4,0.00,0.00,0.00,27.31,6.43
1940-06-06,27.3,14.7,21.6,0.00,0.00,0.00,27.78,5.78
1940-06-07,25.4,17.7,21.8,0.00,0.00,0.00,20.02,4.54
1940-06-08,24.9,17.4,21.1,0.00,0.00,0.00,15.63,3.60
1940-06-09,26.7,14.8,21.1,0.10,0.10,0.00,27.17,5.59
1940-06-10,28.3,15.9,22.3,0.00,0.00,0.00,28.09,5.86
1940-06-11,27.8,15.9,22.3,0.00,0.00,0.00,29.20,6.66
1940-06-12,27.4,19.6,23.0,0.50,0.50,0.00,26.53,6.29
1940-06-13,26.1,17.3,21.6,5.00,5.00,0.00,24.62,4.71
1940-06-14,24.4,17.9,20.9,2.70,2.70,0.00,24.16,4.43
1940-06-15,24.5,16.4,20.8,4.00,4.00,0.00,24.40,4.45
1940-06-16,26.4,17.2,21.5,0.30,0.30,0.00,26.84,5.40
1940-06-17,27.9,17.5,22.4,0.00,0.00,0.00,28.68,6.14
1940-06-18,28.6,16.8,23.2,0.00,0.00,0.00,28.41,6.11
1940-06-19,29.5,17.7,24.2,0.00,0.00,0.00,27.37,6.01
1940-06-20,28.2,18.5,23.5,0.40,0.40,0.00,18.73,4.66
1940-06-21,27.5,18.4,22.7,8.20,8.20,0.00,22.73,4.70
1940-06-22,25.9,19.7,22.4,0.30,0.30,0.00,27.05,5.13
1940-06-23,27.7,18.6,22.7,1.70,1.70,0.00,26.92,5.28
1940-06-24,26.4,17.2,22.1,4.60,4.60,0.00,28.52,5.54
1940-06-25,24.1,18.4,21.3,0.00,0.00,0.00,21.28,4.51
1940-06-26,24.4,17.9,20.8,0.00,0.00,0.00,27.68,5.78
1940-06-27,24.8,18.5,21.2,0.00,0.00,0.00,28.78,6.41
1940-06-28,24.8,17.9,21.2,0.00,0.00,0.00,28.07,6.07
1940-06-29,24.4,17.4,20.2,15.00,15.00,0.00,21.66,3.97
1940-06-30,25.3,15.1,20.2,0.00,0.00,0.00,26.79,5.17
1940-07-01,28.6,17.5,23.0,0.00,0.00,0.00,25.14,5.54
1940-07-02,29.3,18.4,23.9,0.00,0.00,0.00,28.21,6.49
1940-07-03,31.8,17.7,25.4,0.00,0.00,0.00,28.63,6.59
1940-07-04,32.7,18.5,26.6,0.00,0.00,0.00,28.70,7.00
1940-07-05,31.4,20.9,26.5,0.00,0.00,0.00,28.56,7.45
1940-07-06,30.4,18.7,24.9,0.00,0.00,0.00,28.50,7.32
1940-07-07,29.3,20.0,24.8,0.00,0.00,0.00,26.22,5.95
1940-07-08,28.8,19.8,23.8,0.00,0.00,0.00,27.46,5.91
1940-07-09,27.1,19.7,22.7,0.00,0.00,0.00,29.12,7.04
1940-07-10,30.0,16.5,23.4,0.00,0.00,0.00,29.22,5.90
1940-07-11,31.1,16.8,24.4,0.00,0.00,0.00,29.09,6.48
1940-07-12,33.6,19.6,27.0,0.00,0.00,0.00,29.12,7.82
1940-07-13,30.0,18.9,24.6,0.00,0.00,0.00,28.59,6.31
1940-07-14,28.9,18.4,23.7,0.00,0.00,0.00,28.28,6.86
1940-07-15,35.4,22.2,27.8,0.00,0.00,0.00,27.94,7.30
1940-07-16,30.5,22.4,26.0,0.00,0.00,0.00,27.00,6.74
1940-07-17,30.3,18.4,24.4,0.00,0.00,0.00,28.49,7.14
1940-07-18,32.2,18.2,25.7,0.00,0.00,0.00,28.27,6.31
1940-07-19,31.9,19.7,25.9,0.00,0.00,0.00,27.98,6.60
1940-07-20,32.6,20.4,26.6,0.00,0.00,0.00,27.80,6.70
1940-07-21,34.6,20.4,28.2,0.00,0.00,0.00,28.11,7.12
1940-07-22,31.7,21.9,26.4,0.00,0.00,0.00,28.02,7.94
1940-07-23,30.9,20.2,25.0,0.00,0.00,0.00,27.72,7.02
1940-07-24,31.1,20.2,25.2,0.00,0.00,0.00,27.43,6.96
1940-07-25,33.2,19.8,26.4,0.00,0.00,0.00,28.00,7.14
1940-07-26,35.4,21.1,28.3,0.00,0.00,0.00,27.88,6.57
1940-07-27,37.6,22.8,29.0,0.00,0.00,0.00,27.96,7.44
1940-07-28,33.8,22.7,27.6,0.00,0.00,0.00,27.16,7.98
1940-07-29,31.7,21.1,25.9,0.00,0.00,0.00,27.36,7.18
1940-07-30,31.8,20.4,26.4,0.00,0.00,0.00,26.66,6.27
1940-07-31,30.5,20.9,25.7,0.00,0.00,0.00,26.60,5.73
1940-08-01,31.0,19.7,25.6,0.00,0.00,0.00,27.30,5.87
1940-08-02,31.3,20.8,25.8,0.00,0.00,0.00,26.94,6.59
1940-08-03,30.9,20.5,25.9,0.10,0.10,0.00,24.45,5.44
1940-08-04,32.4,19.8,26.4,0.00,0.00,0.00,26.06,6.16
1940-08-05,31.5,20.9,26.7,0.00,0.00,0.00,25.29,5.84
1940-08-06,33.7,20.5,27.4,0.10,0.10,0.00,26.21,6.87
1940-08-07,34.2,21.6,28.2,0.00,0.00,0.00,25.68,6.52
1940-08-08,34.5,21.8,28.4,0.00,0.00,0.00,26.21,6.04
1940-08-09,32.5,21.2,27.1,0.00,0.00,0.00,25.59,5.79
1940-08-10,33.7,22.2,28.0,0.00,0.00,0.00,25.39,5.98
1940-08-11,36.2,22.6,29.1,0.00,0.00,0.00,25.06,7.46
1940-08-12,34.0,22.5,28.3,0.00,0.00,0.00,26.15,7.90
1940-08-13,31.5,21.2,26.4,0.00,0.00,0.00,25.39,6.88
1940-08-14,30.0,19.9,24.7,0.00,0.00,0.00,26.17,7.00
1940-08-15,30.4,18.2,24.4,0.00,0.00,0.00,25.64,5.70
1940-08-16,32.4,19.2,25.6,0.00,0.00,0.00,25.88,6.86
1940-08-17,30.3,20.4,24.6,0.00,0.00,0.00,25.33,6.26
1940-08-18,29.6,18.8,24.2,0.00,0.00,0.00,23.15,5.06
1940-08-19,29.5,19.4,24.6,0.00,0.00,0.00,23.64,5.43
1940-08-20,29.4,19.5,24.5,0.20,0.20,0.00,23.59,5.81
1940-08-21,28.6,21.3,24.4,0.00,0.00,0.00,25.20,6.49
1940-08-22,30.3,20.3,24.8,0.00,0.00,0.00,21.58,6.07
1940-08-23,26.1,19.2,22.2,0.00,0.00,0.00,19.99,6.07
1940-08-24,25.7,18.6,21.8,0.00,0.00,0.00,22.79,6.34
1940-08-25,28.3,18.2,23.2,0.00,0.00,0.00,23.59,5.38
1940-08-26,28.4,17.9,23.6,0.00,0.00,0.00,23.19,4.86
1940-08-27,28.4,17.7,23.3,0.00,0.00,0.00,23.43,4.79
1940-08-28,29.1,19.1,24.0,0.00,0.00,0.00,23.08,4.74
1940-08-29,29.3,18.6,23.9,0.00,0.00,0.00,23.87,5.46
1940-08-30,28.7,18.5,22.9,0.00,0.00,0.00,23.77,5.74
1940-08-31,27.5,18.4,22.9,0.20,0.20,0.00,21.02,4.59
1940-09-01,26.7,18.2,22.4,0.00,0.00,0.00,23.41,5.69
1940-09-02,26.3,16.3,21.6,0.00,0.00,0.00,22.05,5.09
1940-09-03,25.5,17.8,21.6,0.00,0.00,0.00,16.07,4.12
1940-09-04,25.8,19.4,22.2,1.50,1.50,0.00,18.89,4.06
1940-09-05,26.7,19.9,23.0,0.10,0.10,0.00,20.55,4.51
1940-09-06,27.6,20.2,23.5,0.00,0.00,0.00,21.46,4.90
1940-09-07,29.0,18.0,23.6,0.00,0.00,0.00,22.53,4.86
1940-09-08,29.4,17.0,23.7,0.00,0.00,0.00,21.63,4.68
1940-09-09,28.1,18.8,23.1,0.00,0.00,0.00,20.10,4.44
1940-09-10,27.0,18.7,22.3,0.10,0.10,0.00,20.61,4.93
1940-09-11,24.1,18.2,20.4,0.10,0.10,0.00,16.46,4.50
1940-09-12,23.2,18.2,20.2,0.00,0.00,0.00,21.44,5.42
1940-09-13,24.8,14.5,19.8,0.00,0.00,0.00,22.06,4.75
1940-09-14,25.7,15.2,20.3,0.00,0.00,0.00,17.72,4.65
1940-09-15,27.2,16.2,21.8,0.00,0.00,0.00,21.14,4.75
1940-09-16,27.0,19.3,22.5,0.20,0.20,0.00,20.35,5.04
1940-09-17,27.6,17.2,22.1,0.00,0.00,0.00,20.31,4.85
1940-09-18,27.2,15.4,21.5,0.00,0.00,0.00,19.63,3.87
1940-09-19,25.2,18.0,21.1,0.00,0.00,0.00,15.18,3.19
1940-09-20,22.7,18.3,20.5,5.90,5.90,0.00,9.21,1.74
1940-09-21,26.5,17.2,21.4,1.60,1.60,0.00,18.25,3.35
1940-09-22,25.9,18.3,21.7,0.00,0.00,0.00,17.91,3.50
1940-09-23,26.6,17.0,21.5,0.00,0.00,0.00,19.18,3.89
1940-09-24,26.7,18.2,21.7,0.00,0.00,0.00,18.55,3.68
1940-09-25,26.8,19.1,22.3,0.00,0.00,0.00,18.99,3.88
1940-09-26,26.7,20.9,23.1,0.00,0.00,0.00,17.86,3.51
1940-09-27,26.6,20.7,22.9,0.00,0.00,0.00,18.11,3.69
1940-09-28,27.9,19.2,23.0,0.00,0.00,0.00,18.46,3.65
1940-09-29,26.3,18.5,21.5,0.30,0.30,0.00,17.27,3.64
1940-09-30,24.9,16.8,20.4,0.00,0.00,0.00,17.13,3.90
1940-10-01,23.6,16.3,19.9,3.00,3.00,0.00,13.96,2.85
1940-10-02,21.3,16.7,18.6,19.40,19.40,0.00,10.61,1.90
1940-10-03,22.4,15.5,19.0,0.00,0.00,0.00,16.13,2.81
1940-10-04,22.2,16.8,19.0,0.90,0.90,0.00,15.36,2.86
1940-10-05,22.2,15.2,18.1,0.00,0.00,0.00,14.85,3.01
1940-10-06,23.4,13.7,17.9,0.00,0.00,0.00,18.06,3.49
1940-10-07,23.6,13.4,18.1,0.00,0.00,0.00,17.54,3.30
1940-10-08,25.4,14.0,18.9,0.00,0.00,0.00,17.58,3.26
1940-10-09,25.4,13.7,19.1,0.00,0.00,0.00,17.08,3.27
1940-10-10,25.9,17.7,21.2,0.00,0.00,0.00,16.17,3.04
1940-10-11,26.3,18.9,21.7,0.00,0.00,0.00,15.36,3.52
1940-10-12,22.0,17.2,19.2,1.90,1.90,0.00,11.93,2.45
1940-10-13,18.5,13.6,16.0,1.70,1.70,0.00,10.73,2.03
1940-10-14,21.9,12.9,17.3,0.00,0.00,0.00,13.69,2.57
1940-10-15,22.9,17.8,19.8,0.20,0.20,0.00,13.16,2.82
1940-10-16,21.5,16.2,18.7,0.00,0.00,0.00,11.90,2.88
1940-10-17,23.8,18.8,20.9,1.00,1.00,0.00,14.36,3.00
1940-10-18,23.4,20.4,21.4,0.00,0.00,0.00,9.45,2.35
1940-10-19,23.1,19.3,20.8,2.40,2.40,0.00,12.29,2.36
1940-10-20,24.3,19.0,21.2,0.00,0.00,0.00,11.61,2.27
1940-10-21,23.7,18.2,20.4,0.00,0.00,0.00,13.09,2.40
1940-10-22,22.5,15.6,19.1,3.90,3.90,0.00,10.27,1.84
1940-10-23,21.6,14.9,17.3,9.20,9.20,0.00,9.39,1.72
1940-10-24,19.5,14.3,16.4,8.30,8.30,0.00,9.46,1.56
1940-10-25,19.9,13.3,15.9,10.00,10.00,0.00,7.74,1.31
1940-10-26,18.9,14.5,16.3,5.70,5.70,0.00,11.38,1.95
1940-10-27,19.1,14.7,16.4,8.50,8.50,0.00,10.15,1.77
1940-10-28,19.6,14.2,16.5,4.00,4.00,0.00,7.96,1.40
1940-10-29,17.5,12.4,15.2,1.70,1.70,0.00,11.34,2.07
1940-10-30,15.5,9.8,13.1,1.00,1.00,0.00,11.55,2.71
1940-10-31,16.8,10.8,13.7,1.00,1.00,0.00,11.34,2.61
1940-11-01,19.7,11.7,15.3,0.40,0.40,0.00,9.79,1.88
1940-11-02,20.9,12.9,16.6,0.60,0.60,0.00,11.29,2.26
1940-11-03,19.7,14.1,16.5,0.00,0.00,0.00,13.18,2.98
1940-11-04,20.1,14.0,16.6,0.00,0.00,0.00,10.34,2.39
1940-11-05,21.1,13.7,16.7,0.00,0.00,0.00,12.37,2.12
1940-11-06,19.7,12.9,16.1,0.00,0.00,0.00,11.47,1.94
1940-11-07,17.7,13.9,15.6,0.00,0.00,0.00,11.72,2.58
1940-11-08,16.6,11.4,14.6,0.60,0.60,0.00,8.72,2.54
1940-11-09,16.4,7.8,12.1,0.00,0.00,0.00,12.01,1.92
1940-11-10,16.7,9.0,12.9,1.00,1.00,0.00,7.06,1.45
1940-11-11,18.4,11.6,15.3,0.10,0.10,0.00,8.42,1.59
1940-11-12,18.7,11.9,15.0,0.10,0.10,0.00,9.36,1.82
1940-11-13,19.3,15.1,17.0,0.70,0.70,0.00,9.28,2.07
1940-11-14,20.3,13.6,16.6,0.00,0.00,0.00,7.84,1.46
1940-11-15,21.1,13.8,16.7,0.00,0.00,0.00,11.54,2.09
1940-11-16,17.8,13.0,14.7,2.10,2.10,0.00,9.03,1.69
1940-11-17,17.4,12.1,14.7,11.70,11.70,0.00,4.46,1.73
1940-11-18,16.1,11.1,14.3,11.50,11.50,0.00,8.38,1.62
1940-11-19,13.5,10.7,11.8,3.40,3.40,0.00,8.82,1.46
1940-11-20,15.1,9.5,12.0,1.30,1.30,0.00,9.15,1.86
1940-11-21,17.7,9.7,13.2,0.00,0.00,0.00,9.21,1.62
1940-11-22,16.9,10.3,13.1,0.20,0.20,0.00,7.05,1.12
1940-11-23,15.4,11.6,13.0,0.00,0.00,0.00,8.78,1.78
1940-11-24,15.0,11.0,12.4,0.70,0.70,0.00,7.59,1.38
1940-11-25,14.6,9.0,11.5,0.70,0.70,0.00,9.41,1.39
1940-11-26,14.0,5.5,9.5,0.00,0.00,0.00,10.12,1.41
1940-11-27,13.9,7.6,10.4,0.50,0.50,0.00,7.34,1.04
1940-11-28,15.2,7.1,10.8,0.20,0.20,0.00,9.83,1.42
1940-11-29,11.8,8.2,10.0,1.30,1.30,0.00,8.60,1.51
1940-11-30,9.6,5.9,7.4,0.80,0.80,0.00,9.26,1.42
1940-12-01,11.1,3.7,7.4,0.00,0.00,0.00,10.08,1.32
1940-12-02,11.9,3.4,7.1,0.00,0.00,0.00,9.15,1.36
1940-12-03,12.7,3.5,7.6,0.00,0.00,0.00,9.19,1.18
1940-12-04,11.2,6.6,8.7,0.80,0.80,0.00,4.97,0.72
1940-12-05,11.7,5.5,9.0,0.00,0.00,0.00,5.99,1.54
1940-12-06,15.5,11.8,13.7,0.20,0.20,0.00,5.10,2.01
1940-12-07,14.1,11.6,13.2,2.10,2.10,0.00,4.56,1.25
1940-12-08,11.1,7.5,9.0,4.40,4.40,0.00,6.90,1.55
1940-12-09,12.1,7.8,9.3,0.10,0.10,0.00,8.77,2.37
1940-12-10,13.1,9.1,11.4,0.20,0.20,0.00,9.08,2.58
1940-12-11,13.7,9.8,11.8,2.90,2.90,0.00,5.23,2.17
1940-12-12,10.1,6.4,8.2,6.70,6.70,0.00,7.08,1.52
1940-12-13,10.1,4.6,7.1,2.40,2.40,0.00,7.90,1.28
1940-12-14,10.3,1.6,5.8,0.00,0.00,0.00,9.40,1.29
1940-12-15,12.8,3.5,7.9,0.90,0.90,0.00,5.58,1.02
1940-12-16,8.8,2.0,6.6,0.00,0.00,0.00,8.40,1.27
1940-12-17,5.7,-0.7,2.0,0.00,0.00,0.00,9.72,1.55
1940-12-18,6.3,0.2,2.5,0.00,0.00,0.00,9.46,1.51
1940-12-19,7.8,0.6,3.6,0.00,0.00,0.00,9.30,1.36
1940-12-20,8.2,3.7,6.3,18.00,18.00,0.00,2.97,0.46
1940-12-21,12.6,7.6,9.7,10.20,10.20,0.00,7.88,1.10
